project_id,mp_id,state_ut,constituency,district,block_or_urban,gram_panchayat_or_ward,village_or_locality,work_description,work_category,estimated_cost_inr,sanctioned_cost_inr,sanction_date,start_date,expected_completion_date,actual_completion_date,status,physical_completion_percentage,latitude,longitude,implementing_agency_id,ground_truth_label,anomaly_scenario
PRJ005384,MP00598,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Shivhalli Gram Panchayat,Shivhalli,"Construction of individual household toilets in Shivhalli, Uttar Pradesh district",SANITATION,975700,986900,2024-12-17,2025-01-04,2025-05-19,2025-05-17,COMPLETED,100,26.98301,81.25867,SYN_AGENCY_071,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ005385,MP00598,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Mohangarh Gram Panchayat,Mohangarh,"Construction of health infrastructure facility at Mohangarh, Uttar Pradesh district",HEALTH_INFRASTRUCTURE,2535200,2486300,2023-07-27,2023-09-30,2024-05-19,2024-06-13,COMPLETED,100,26.87402,81.21085,SYN_AGENCY_024,NORMAL,NORMAL
PRJ005386,MP00598,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Chandrawadi Gram Panchayat,Chandrawadi,"Provision of electrification works in Chandrawadi, Uttar Pradesh district",ELECTRIFICATION,533100,523000,2023-02-19,2023-03-21,2023-08-08,2023-08-22,COMPLETED,100,26.85235,81.27193,SYN_AGENCY_024,NORMAL,NORMAL
PRJ005387,MP00598,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Jainagar Gram Panchayat,Jainagar,"Construction of Community Hall at Jainagar, Uttar Pradesh district",COMMUNITY_HALL,2260400,2250600,2022-08-03,2022-09-27,2023-05-01,2023-05-12,COMPLETED,100,26.90334,81.24961,SYN_AGENCY_019,NORMAL,NORMAL
PRJ005388,MP00598,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Municipal Corporation,Ward No. 11,Bharat Layout,"Construction of Community Centre at Bharat Layout, Uttar Pradesh district",COMMUNITY_HALL,1790200,1799700,2023-12-11,2024-02-21,2024-08-26,2024-09-07,COMPLETED,100,26.86502,81.12645,SYN_AGENCY_054,NORMAL,NORMAL
PRJ005389,MP00599,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Kaverihalli Gram Panchayat,Kaverihalli,"Black-topping/upgradation of village road in Kaverihalli, Madhya Pradesh district",ROAD,3743500,3601500,2024-11-20,2024-12-16,2025-05-25,2025-06-13,COMPLETED,100,22.94621,78.759,SYN_AGENCY_070,NORMAL,NORMAL
PRJ005390,MP00599,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Prempur Gram Panchayat,Prempur,"Construction of covered drainage system in Prempur, Madhya Pradesh district",DRAINAGE,1943500,1894400,2024-10-02,2024-12-20,2025-05-18,2025-05-03,COMPLETED,100,22.91257,78.76239,SYN_AGENCY_046,NORMAL,NORMAL
PRJ005391,MP00599,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Bharatgarh Gram Panchayat,Bharatgarh,"Black-topping/upgradation of village road in Bharatgarh, Madhya Pradesh district",ROAD,2327800,3834500,2024-05-14,2024-06-03,2025-01-28,2025-01-26,COMPLETED,100,22.96097,78.78753,SYN_AGENCY_031,ANOMALOUS,COST_OVERRUN
PRJ005392,MP00599,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Nagar Panchayat,Ward No. 42,Narmada Vihar,"Upgradation of Primary Health Sub-Centre at Narmada Vihar, Madhya Pradesh district",HEALTH_INFRASTRUCTURE,2467600,2401800,2025-04-28,2025-06-23,2025-11-21,,ONGOING,4,22.85539,78.86549,SYN_AGENCY_057,NORMAL,NORMAL
PRJ005393,MP00599,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Municipal Corporation,Ward No. 14,Shiv Vihar,"Construction of Community Centre at Shiv Vihar, Madhya Pradesh district",COMMUNITY_HALL,2118100,2143100,2024-11-03,2025-01-25,2025-10-19,,ONGOING,57,22.85098,78.78225,SYN_AGENCY_066,NORMAL,NORMAL
PRJ005394,MP00599,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Urban Local Body,Ward No. 33,Shyam Extension,"Development of playground/sports ground at Shyam Extension, Madhya Pradesh district",SPORTS_INFRASTRUCTURE,1676400,1658700,2024-12-19,2025-03-15,2025-09-30,,ONGOING,45,22.8745,78.73147,SYN_AGENCY_028,NORMAL,NORMAL
PRJ005395,MP00599,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Anandoli Gram Panchayat,Anandoli,"Construction of concrete road at Anandoli, Madhya Pradesh district",ROAD,2846500,2677000,2025-01-02,2025-02-08,2025-08-22,,ONGOING,60,22.94392,78.8281,SYN_AGENCY_076,NORMAL,NORMAL
PRJ005396,MP00599,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Jaigarh Gram Panchayat,Jaigarh,"Construction of individual household toilets in Jaigarh, Madhya Pradesh district",SANITATION,953900,937800,2024-05-23,2024-06-20,2024-10-15,,DELAYED,70,22.88473,78.85052,SYN_AGENCY_028,ANOMALOUS,PROJECT_DELAY
PRJ005397,MP00599,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Rajhalli Gram Panchayat,Rajhalli,"Construction of concrete road at Rajhalli, Madhya Pradesh district",ROAD,3290400,3351000,2024-07-16,2024-08-23,2025-01-28,,ONGOING,95,22.91635,78.72664,SYN_AGENCY_075,NORMAL,NORMAL
PRJ005398,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Bharatpatti Gram Panchayat,Bharatpatti,"Construction of covered drainage system in Bharatpatti, Madhya Pradesh district",DRAINAGE,1377800,1400500,2024-09-13,2024-10-08,2025-02-14,2025-02-13,COMPLETED,100,22.55728,78.43698,SYN_AGENCY_007,NORMAL,NORMAL
PRJ005399,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Amargaon Gram Panchayat,Amargaon,"Construction of public community building at Amargaon, Madhya Pradesh district",PUBLIC_BUILDING,1787200,1781800,2024-09-22,2024-12-14,2025-07-12,,ONGOING,83,22.56018,78.43831,SYN_AGENCY_033,NORMAL,NORMAL
PRJ005400,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Hanumanpatti Gram Panchayat,Hanumanpatti,"Development of playground/sports ground at Hanumanpatti, Madhya Pradesh district",SPORTS_INFRASTRUCTURE,1401500,1333900,2024-11-25,2025-01-22,2025-07-06,2025-06-23,COMPLETED,40,22.5209,78.53279,SYN_AGENCY_063,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ005401,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Adityagaon Gram Panchayat,Adityagaon,"Black-topping/upgradation of village road in Adityagaon, Madhya Pradesh district",ROAD,2326000,2325200,2025-01-31,2025-03-05,2025-09-23,,ONGOING,44,22.60969,78.40327,SYN_AGENCY_006,NORMAL,NORMAL
PRJ005402,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Shivgarh Gram Panchayat,Shivgarh,"Construction of public community building at Shivgarh, Madhya Pradesh district",PUBLIC_BUILDING,1728600,1667400,2024-09-24,2024-10-11,2025-06-06,2025-06-13,COMPLETED,100,22.67229,78.42023,SYN_AGENCY_011,NORMAL,NORMAL
PRJ005403,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Municipal Corporation,Ward No. 9,Krishna Nagar,"Construction of concrete road at Krishna Nagar, Madhya Pradesh district",ROAD,1736900,1713800,2024-05-29,2024-07-11,2024-12-21,,DELAYED,9,22.57112,78.45291,SYN_AGENCY_060,ANOMALOUS,LOW_UTILIZATION
PRJ005404,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Yamunagarh Gram Panchayat,Yamunagarh,"Construction of Community Centre at Yamunagarh, Madhya Pradesh district",COMMUNITY_HALL,2187700,2128800,2025-02-02,2025-04-30,2025-12-15,,ONGOING,19,22.53331,78.42162,SYN_AGENCY_079,NORMAL,NORMAL
PRJ005405,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Sagarwadi Gram Panchayat,Sagarwadi,"Provision of hand pumps/bore-well for drinking water in Sagarwadi, Madhya Pradesh district",DRINKING_WATER,1842500,1743000,2025-02-23,2025-03-20,2025-09-15,,ONGOING,48,22.59634,78.45961,SYN_AGENCY_019,NORMAL,NORMAL
PRJ005406,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Veergarh Gram Panchayat,Veergarh,"Construction of passenger waiting shed at Veergarh, Madhya Pradesh district",BUS_SHELTER,379200,386500,2025-04-30,2025-05-19,2025-06-20,,ONGOING,77,22.64896,78.46772,SYN_AGENCY_056,NORMAL,NORMAL
PRJ005407,MP00600,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh,Madhya Pradesh Block,Gangaoli Gram Panchayat,Gangaoli,"Construction of community sanitation complex in Gangaoli, Madhya Pradesh district",SANITATION,643500,639900,2024-07-16,2024-08-27,2025-01-09,2025-01-19,COMPLETED,100,22.55823,78.52223,SYN_AGENCY_012,NORMAL,NORMAL
PRJ005408,MP00601,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh Block,Deepoli Gram Panchayat,Deepoli,"Construction of boundary wall at Government School, Deepoli, Andhra Pradesh district",SCHOOL_INFRASTRUCTURE,1985900,3195300,2026-04-28,2026-07-06,2027-02-28,,SANCTIONED,0,15.49534,79.4025,SYN_AGENCY_075,ANOMALOUS,COST_OVERRUN
PRJ005409,MP00601,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh Block,Kishanpalli Gram Panchayat,Kishanpalli,"Construction of pucca drain in Kishanpalli, Andhra Pradesh district",DRAINAGE,1778900,1734300,2026-04-17,2026-07-10,2026-10-31,,SANCTIONED,0,15.39059,79.50001,SYN_AGENCY_061,NORMAL,NORMAL
PRJ005410,MP00601,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh Block,Bharatoli Gram Panchayat,Bharatoli,"Construction of Community Hall at Bharatoli, Andhra Pradesh district",COMMUNITY_HALL,2292900,2255000,2026-04-24,2026-07-18,2027-01-03,,SANCTIONED,0,15.46029,79.43981,SYN_AGENCY_063,NORMAL,NORMAL
PRJ005411,MP00601,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh Block,Kaverinagar Gram Panchayat,Kaverinagar,"Construction of concrete road at Kaverinagar, Andhra Pradesh district",ROAD,1589800,1586100,2026-04-26,2026-05-14,2026-11-27,,SANCTIONED,0,15.4064,79.46497,SYN_AGENCY_056,NORMAL,NORMAL
PRJ005412,MP00601,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh Block,Chandangarh Gram Panchayat,Chandangarh,"Installation of drinking water supply scheme in Chandangarh, Andhra Pradesh district",DRINKING_WATER,1906800,1812700,2026-04-01,2026-05-12,2026-11-07,,DELAYED,41,15.46267,79.38951,SYN_AGENCY_058,ANOMALOUS,PROJECT_DELAY
PRJ005413,MP00601,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh Block,Anandhalli Gram Panchayat,Anandhalli,"Construction of sports infrastructure facility at Anandhalli, Andhra Pradesh district",SPORTS_INFRASTRUCTURE,1994900,3491400,2026-04-22,2026-06-01,2026-10-20,,SANCTIONED,0,15.3789,79.51679,SYN_AGENCY_050,ANOMALOUS,COST_OVERRUN
PRJ005414,MP00601,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh Block,Adityanagar Gram Panchayat,Adityanagar,"Construction of Panchayat Bhawan at Adityanagar, Andhra Pradesh district",PUBLIC_BUILDING,1432900,1452800,2026-04-22,2026-06-01,2027-01-26,,SANCTIONED,0,15.36988,79.39598,SYN_AGENCY_040,NORMAL,NORMAL
PRJ005415,MP00601,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,Andhra Pradesh Block,Ganeshpalli Gram Panchayat,Ganeshpalli,"Upgradation of Primary Health Sub-Centre at Ganeshpalli, Andhra Pradesh district",HEALTH_INFRASTRUCTURE,2359000,2233400,2026-04-17,2026-07-13,2027-03-18,,SANCTIONED,0,15.40733,79.47263,SYN_AGENCY_027,NORMAL,NORMAL
PRJ005416,MP00602,Assam,Assam,Assam,Assam Municipal Corporation,Ward No. 22,Yamuna Nagar,"Construction of individual household toilets in Yamuna Nagar, Assam district",SANITATION,852600,845200,2025-04-07,2025-06-04,2025-09-05,,ONGOING,24,25.54695,92.57083,SYN_AGENCY_059,NORMAL,NORMAL
PRJ005417,MP00602,Assam,Assam,Assam,Assam Municipality,Ward No. 18,Hanuman Vihar,"Construction of concrete road at Hanuman Vihar, Assam district",ROAD,2342000,2239600,2025-04-11,2025-05-16,2025-09-20,,ONGOING,32,25.69136,92.55825,SYN_AGENCY_038,NORMAL,NORMAL
PRJ005418,MP00602,Assam,Assam,Assam,Assam Block,Hanumangaon Gram Panchayat,Hanumangaon,"Installation of solar street lights in Hanumangaon, Assam district",STREET_LIGHTING,945800,909200,2025-04-14,2025-05-08,2025-08-17,,ONGOING,38,25.68959,92.53521,SYN_AGENCY_051,NORMAL,NORMAL
PRJ005419,MP00602,Assam,Assam,Assam,Assam Block,Bharatpur Gram Panchayat,Bharatpur,"Construction of covered drainage system in Bharatpur, Assam district",DRAINAGE,1809600,1832200,2025-04-06,2025-04-26,2025-09-09,,ONGOING,41,25.62532,92.54759,SYN_AGENCY_050,NORMAL,NORMAL
PRJ005420,MP00602,Assam,Assam,Assam,Assam Municipality,Ward No. 5,Jai Puram,"Construction of pucca drain in Jai Puram, Assam district",DRAINAGE,990400,977200,2025-04-01,2025-06-05,2025-09-26,,DELAYED,40,25.59775,92.59977,SYN_AGENCY_004,ANOMALOUS,PROJECT_DELAY
PRJ005421,MP00602,Assam,Assam,Assam,Assam Block,Anandpalli Gram Panchayat,Anandpalli,"Construction of concrete road at Anandpalli, Assam district",ROAD,3014400,2893300,2025-04-01,2025-06-20,2025-11-25,,ONGOING,5,25.6247,92.58377,SYN_AGENCY_048,NORMAL,NORMAL
PRJ005422,MP00602,Assam,Assam,Assam,Assam Block,Yamunagarh Gram Panchayat,Yamunagarh,"Construction of individual household toilets in Yamunagarh, Assam district",SANITATION,889000,903300,2025-05-03,2025-07-02,2025-11-12,,SANCTIONED,0,25.58882,92.54147,SYN_AGENCY_043,NORMAL,NORMAL
PRJ005423,MP00602,Assam,Assam,Assam,Assam Block,Ganeshpur Gram Panchayat,Ganeshpur,"Provision of hand pumps/bore-well for drinking water in Ganeshpur, Assam district",DRINKING_WATER,1996900,1955200,2025-05-12,2025-06-11,2025-09-16,,ONGOING,19,25.65056,92.51025,SYN_AGENCY_059,NORMAL,NORMAL
PRJ005424,MP00602,Assam,Assam,Assam,Assam Block,Chandanabad Gram Panchayat,Chandanabad,"Laying of water supply pipeline in Chandanabad, Assam district",WATER_SUPPLY,1434400,1406900,2025-04-06,2025-06-07,2026-01-06,,ONGOING,11,25.64388,92.58817,SYN_AGENCY_041,NORMAL,NORMAL
PRJ005425,MP00603,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Yamunagarh Gram Panchayat,Yamunagarh,"Construction of concrete road at Yamunagarh, Uttar Pradesh district",ROAD,2373900,3857900,2024-08-02,2024-09-24,2025-01-22,,ONGOING,77,26.13335,80.38385,SYN_AGENCY_025,ANOMALOUS,COST_OVERRUN
PRJ005426,MP00603,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Rajpalli Gram Panchayat,Rajpalli,"Installation of drinking water supply scheme in Rajpalli, Uttar Pradesh district",DRINKING_WATER,980400,965600,2023-01-05,2023-02-23,2023-08-27,2023-09-05,COMPLETED,100,26.20757,80.387,SYN_AGENCY_051,NORMAL,NORMAL
PRJ005427,MP00603,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Adityanagar Gram Panchayat,Adityanagar,"Construction of public community building at Adityanagar, Uttar Pradesh district",PUBLIC_BUILDING,1402000,1389000,2022-11-24,2023-01-31,2023-11-01,2023-11-13,COMPLETED,100,26.18873,80.50289,SYN_AGENCY_045,NORMAL,NORMAL
PRJ005428,MP00603,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Laxmihalli Gram Panchayat,Laxmihalli,"Construction of community sanitation complex in Laxmihalli, Uttar Pradesh district",SANITATION,1159800,1124400,2021-07-03,2021-09-18,2022-01-24,2022-01-14,COMPLETED,100,26.10775,80.47723,SYN_AGENCY_067,NORMAL,NORMAL
PRJ005429,MP00603,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Municipal Corporation,Ward No. 21,Krishna Ganj,"Construction of covered drainage system in Krishna Ganj, Uttar Pradesh district",DRAINAGE,1576500,1607400,2024-09-10,2024-09-26,2025-02-10,,ONGOING,74,26.1784,80.51618,SYN_AGENCY_011,NORMAL,NORMAL
PRJ005430,MP00603,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Shyamoli Gram Panchayat,Shyamoli,"Construction of boundary wall at Government School, Shyamoli, Uttar Pradesh district",SCHOOL_INFRASTRUCTURE,2376200,2395000,2023-02-14,2023-03-11,2023-11-24,,DELAYED,20,26.11999,80.39368,SYN_AGENCY_014,ANOMALOUS,LOW_UTILIZATION
PRJ005431,MP00603,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Rampura Gram Panchayat,Rampura,"Installation of solar street lights in Rampura, Uttar Pradesh district",STREET_LIGHTING,962800,908600,2023-07-16,2023-09-13,2024-01-07,2024-02-06,COMPLETED,100,26.13787,80.37529,SYN_AGENCY_039,NORMAL,NORMAL
PRJ005432,MP00603,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Block,Suryapura Gram Panchayat,Suryapura,"Construction of community sanitation complex in Suryapura, Uttar Pradesh district",SANITATION,1066400,1042300,2022-06-16,2022-08-30,2022-11-17,2022-11-11,COMPLETED,100,26.21038,80.46568,SYN_AGENCY_071,NORMAL,NORMAL
PRJ005433,MP00603,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh Municipal Corporation,Ward No. 6,Ganesh Nagar,"Construction of concrete road at Ganesh Nagar, Uttar Pradesh district",ROAD,2942700,4805700,2022-02-12,2022-03-24,2022-10-17,,DELAYED,50,26.20399,80.38951,SYN_AGENCY_046,ANOMALOUS,MULTIPLE_SIGNALS
PRJ005434,MP00604,Kerala,Kerala,Kerala,Kerala Block,Indrapur Gram Panchayat,Indrapur,"Construction of additional classrooms at Government School, Indrapur, Kerala district",SCHOOL_INFRASTRUCTURE,1608600,1539700,2025-04-15,2025-05-18,2026-01-30,,ONGOING,18,10.10671,75.69742,SYN_AGENCY_059,NORMAL,NORMAL
PRJ005435,MP00604,Kerala,Kerala,Kerala,Kerala Block,Suryaoli Gram Panchayat,Suryaoli,"Provision of civic amenities at Suryaoli, Kerala district",OTHER_CIVIC_ASSET,752900,756200,2025-04-21,2025-06-26,2025-12-08,,ONGOING,2,10.06069,75.60676,SYN_AGENCY_074,NORMAL,NORMAL
PRJ005436,MP00604,Kerala,Kerala,Kerala,Kerala Municipal Corporation,Ward No. 40,Mohan Puram,"Construction of health infrastructure facility at Mohan Puram, Kerala district",HEALTH_INFRASTRUCTURE,2051400,2054300,2025-05-14,2025-07-11,2025-12-26,,SANCTIONED,0,9.99524,75.67403,SYN_AGENCY_029,NORMAL,NORMAL
PRJ005437,MP00604,Kerala,Kerala,Kerala,Kerala Block,Mohanhalli Gram Panchayat,Mohanhalli,"Installation of drinking water supply scheme in Mohanhalli, Kerala district",DRINKING_WATER,1434400,1354900,2025-04-06,2025-06-23,2025-10-16,,ONGOING,6,10.06512,75.73404,SYN_AGENCY_044,NORMAL,NORMAL
PRJ005438,MP00604,Kerala,Kerala,Kerala,Kerala Block,Sagarpatti Gram Panchayat,Sagarpatti,"Construction of boundary wall at Government School, Sagarpatti, Kerala district",SCHOOL_INFRASTRUCTURE,2542600,2405500,2025-04-06,2025-06-11,2026-03-06,,ONGOING,8,10.10434,75.73457,SYN_AGENCY_055,NORMAL,NORMAL
PRJ005439,MP00604,Kerala,Kerala,Kerala,Kerala Block,Hanumangaon Gram Panchayat,Hanumangaon,"Construction of irrigation channel near Hanumangaon, Kerala district",IRRIGATION,2185200,3243600,2025-05-14,2025-07-28,2026-01-25,,SANCTIONED,0,10.05375,75.73139,SYN_AGENCY_038,ANOMALOUS,COST_OVERRUN
PRJ005440,MP00604,Kerala,Kerala,Kerala,Kerala Block,Kaverigaon Gram Panchayat,Kaverigaon,"Construction of Panchayat Bhawan at Kaverigaon, Kerala district",PUBLIC_BUILDING,2438700,2379600,2025-04-01,2025-05-27,2025-10-31,,DELAYED,5,10.05449,75.61764,SYN_AGENCY_047,ANOMALOUS,LOW_UTILIZATION
PRJ005441,MP00604,Kerala,Kerala,Kerala,Kerala Block,Krishnagaon Gram Panchayat,Krishnagaon,"Black-topping/upgradation of village road in Krishnagaon, Kerala district",ROAD,2477600,2516100,2025-04-19,2025-06-20,2025-12-16,,ONGOING,5,10.11347,75.64514,SYN_AGENCY_024,NORMAL,NORMAL
PRJ005442,MP00604,Kerala,Kerala,Kerala,Kerala Urban Local Body,Ward No. 44,Nand Enclave,"Construction of Community Hall at Nand Enclave, Kerala district",COMMUNITY_HALL,2150400,2077900,2025-04-04,2025-05-02,2025-10-09,,ONGOING,29,10.03127,75.74117,SYN_AGENCY_012,NORMAL,NORMAL
PRJ005443,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Mohangaon Gram Panchayat,Mohangaon,"Construction of Community Hall at Mohangaon, Maharashtra district",COMMUNITY_HALL,1569000,1538200,2024-05-06,2024-06-07,2025-02-11,2025-02-05,COMPLETED,100,18.8521,75.04275,SYN_AGENCY_009,NORMAL,NORMAL
PRJ005444,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Veerpatti Gram Panchayat,Veerpatti,"Construction of concrete road at Veerpatti, Maharashtra district",ROAD,1991000,2019000,2025-02-14,2025-03-18,2025-08-17,,ONGOING,49,18.80279,74.97634,SYN_AGENCY_047,NORMAL,NORMAL
PRJ005445,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Deeppura Gram Panchayat,Deeppura,"Development of playground/sports ground at Deeppura, Maharashtra district",SPORTS_INFRASTRUCTURE,2416600,2407700,2024-12-01,2025-02-09,2025-10-07,,ONGOING,53,18.80575,74.93307,SYN_AGENCY_043,NORMAL,NORMAL
PRJ005446,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Vijaynagar Gram Panchayat,Vijaynagar,"Construction of community sanitation complex in Vijaynagar, Maharashtra district",SANITATION,1367700,1380400,2024-09-04,2024-09-28,2025-01-07,,ONGOING,81,18.79053,75.00769,SYN_AGENCY_016,NORMAL,NORMAL
PRJ005447,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Sagarnagar Gram Panchayat,Sagarnagar,"Construction of public community building at Sagarnagar, Maharashtra district",PUBLIC_BUILDING,2946000,2921900,2025-02-06,2025-02-26,2025-12-09,,ONGOING,42,18.83652,74.96146,SYN_AGENCY_008,NORMAL,NORMAL
PRJ005448,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Ramnagar Gram Panchayat,Ramnagar,"Provision of hand pumps/bore-well for drinking water in Ramnagar, Maharashtra district",DRINKING_WATER,1759900,1753100,2024-04-21,2024-05-20,2024-11-04,,DELAYED,30,18.85873,74.96043,SYN_AGENCY_057,ANOMALOUS,PROJECT_DELAY
PRJ005449,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Ramabad Gram Panchayat,Ramabad,"Construction of concrete road at Ramabad, Maharashtra district",ROAD,2168900,2147800,2024-11-15,2025-01-02,2025-06-19,2025-06-30,COMPLETED,100,18.78193,75.07911,SYN_AGENCY_037,NORMAL,NORMAL
PRJ005450,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Adityakheda Gram Panchayat,Adityakheda,"Black-topping/upgradation of village road in Adityakheda, Maharashtra district",ROAD,2275100,2291100,2024-04-27,2024-07-01,2024-12-19,2024-12-22,COMPLETED,100,18.91802,75.0323,SYN_AGENCY_047,NORMAL,NORMAL
PRJ005451,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Omoli Gram Panchayat,Omoli,"Construction of additional classrooms at Government School, Omoli, Maharashtra district",SCHOOL_INFRASTRUCTURE,2875100,2930900,2024-11-22,2025-01-04,2025-05-20,2025-06-12,COMPLETED,100,18.86962,74.99628,SYN_AGENCY_033,NORMAL,NORMAL
PRJ005452,MP00605,Maharashtra,Maharashtra,Maharashtra,Maharashtra Block,Shyamgarh Gram Panchayat,Shyamgarh,"Upgradation of Primary Health Sub-Centre at Shyamgarh, Maharashtra district",HEALTH_INFRASTRUCTURE,2877600,2830600,2024-06-19,2024-08-15,2025-03-16,,ONGOING,95,18.93419,74.99102,SYN_AGENCY_050,NORMAL,NORMAL
PRJ005453,MP00606,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir Block,Anandpur Gram Panchayat,Anandpur,"Black-topping/upgradation of village road in Anandpur, Jammu And Kashmir district",ROAD,3299800,3299400,2025-04-10,2025-06-14,2026-02-17,,ONGOING,5,32.78629,75.76064,SYN_AGENCY_026,NORMAL,NORMAL
PRJ005454,MP00606,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir Urban Local Body,Ward No. 12,Hanuman Ganj,"Construction of additional classrooms at Government School, Hanuman Ganj, Jammu And Kashmir district",SCHOOL_INFRASTRUCTURE,2930900,2958300,2025-03-04,2025-04-28,2025-10-21,,ONGOING,27,32.73814,75.84014,SYN_AGENCY_018,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ005455,MP00606,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir Block,Bharatoli Gram Panchayat,Bharatoli,"Black-topping/upgradation of village road in Bharatoli, Jammu And Kashmir district",ROAD,3789200,3844300,2025-04-26,2025-05-30,2025-10-18,,ONGOING,21,32.72212,75.78964,SYN_AGENCY_067,NORMAL,NORMAL
PRJ005456,MP00606,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir Block,Shyamabad Gram Panchayat,Shyamabad,"Construction of Community Hall at Shyamabad, Jammu And Kashmir district",COMMUNITY_HALL,2389900,2338500,2026-04-07,2026-06-02,2027-02-28,,SANCTIONED,0,32.81028,75.74025,SYN_AGENCY_002,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ005457,MP00606,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir,Jammu And Kashmir Block,Mohankheda Gram Panchayat,Mohankheda,"Construction of covered drainage system in Mohankheda, Jammu And Kashmir district",DRAINAGE,1033500,1019300,2025-05-11,2025-08-05,2025-12-05,,SANCTIONED,0,32.79454,75.71749,SYN_AGENCY_024,NORMAL,NORMAL
