transaction_id,project_id,mp_id,transaction_date,transaction_type,amount_inr,cumulative_expenditure_inr,remaining_amount_inr,recipient_entity_id,payment_status,financial_year
TXN023925,PRJ005699,MP00634,2023-10-16,ADVANCE,181000,181000,851900,SYN_CONTRACTOR_102,COMPLETED,2023-24
TXN023926,PRJ005699,MP00634,2024-01-03,EXPENDITURE,708400,889400,143500,SYN_CONTRACTOR_102,COMPLETED,2023-24
TXN023927,PRJ005700,MP00634,2023-02-06,SANCTION,3075400,0,3075400,SYN_AGENCY_020,COMPLETED,2023-24
TXN023928,PRJ005700,MP00634,2024-12-22,RELEASE,1880600,0,3075400,SYN_AGENCY_020,COMPLETED,2024-25
TXN023929,PRJ005700,MP00634,2026-06-30,ADVANCE,1753800,1753800,1321600,SYN_CONTRACTOR_055,COMPLETED,2026-27
TXN023930,PRJ005701,MP00634,2025-02-08,SANCTION,3075000,0,3075000,SYN_AGENCY_028,COMPLETED,2024-25
TXN023931,PRJ005701,MP00634,2025-11-23,RELEASE,615300,0,3075000,SYN_AGENCY_028,COMPLETED,2025-26
TXN023932,PRJ005701,MP00634,2026-06-11,ADVANCE,602200,602200,2472800,SYN_CONTRACTOR_056,COMPLETED,2026-27
TXN023933,PRJ005702,MP00634,2024-11-04,SANCTION,2295100,0,2295100,SYN_AGENCY_033,COMPLETED,2024-25
TXN023934,PRJ005702,MP00634,2025-04-22,RELEASE,2295100,0,2295100,SYN_AGENCY_033,COMPLETED,2025-26
TXN023935,PRJ005702,MP00634,2025-09-26,ADVANCE,147400,147400,2147700,SYN_CONTRACTOR_057,COMPLETED,2025-26
TXN023936,PRJ005702,MP00634,2025-12-07,PAYMENT,1076500,1223900,1071200,SYN_VENDOR_091,COMPLETED,2025-26
TXN023937,PRJ005702,MP00634,2026-06-30,PAYMENT,1069800,2293700,1400,SYN_VENDOR_091,COMPLETED,2026-27
TXN023938,PRJ005703,MP00634,2022-06-19,SANCTION,880300,0,880300,SYN_AGENCY_019,COMPLETED,2023-24
TXN023939,PRJ005703,MP00634,2022-09-23,RELEASE,800800,0,880300,SYN_AGENCY_019,COMPLETED,2023-24
TXN023940,PRJ005703,MP00634,2022-12-09,ADVANCE,751900,751900,128400,SYN_CONTRACTOR_058,COMPLETED,2023-24
TXN023941,PRJ005704,MP00634,2024-05-29,SANCTION,675200,0,675200,SYN_AGENCY_004,COMPLETED,2024-25
TXN023942,PRJ005704,MP00634,2024-08-09,RELEASE,652500,0,675200,SYN_AGENCY_004,COMPLETED,2024-25
TXN023943,PRJ005704,MP00634,2024-10-30,ADVANCE,93800,93800,581400,SYN_CONTRACTOR_059,COMPLETED,2024-25
TXN023944,PRJ005704,MP00634,2024-11-30,PAYMENT,532000,625800,49400,SYN_VENDOR_033,COMPLETED,2024-25
TXN023945,PRJ005705,MP00634,2022-12-03,SANCTION,1583900,0,1583900,SYN_AGENCY_074,COMPLETED,2023-24
TXN023946,PRJ005705,MP00634,2023-01-23,RELEASE,1296800,0,1583900,SYN_AGENCY_074,COMPLETED,2023-24
TXN023947,PRJ005705,MP00634,2023-03-14,ADVANCE,98600,98600,1485300,SYN_CONTRACTOR_060,COMPLETED,2023-24
TXN023948,PRJ005705,MP00634,2023-05-07,EXPENDITURE,337500,436100,1147800,SYN_VENDOR_064,COMPLETED,2023-24
TXN023949,PRJ005705,MP00634,2023-05-24,EXPENDITURE,400600,836700,747200,SYN_VENDOR_064,COMPLETED,2023-24
TXN023950,PRJ005705,MP00634,2023-07-05,EXPENDITURE,312200,1148900,435000,SYN_CONTRACTOR_060,COMPLETED,2023-24
TXN023951,PRJ005706,MP00634,2024-05-10,SANCTION,3444500,0,3444500,SYN_AGENCY_009,COMPLETED,2024-25
TXN023952,PRJ005706,MP00634,2025-06-01,RELEASE,3444500,0,3444500,SYN_AGENCY_009,COMPLETED,2025-26
TXN023953,PRJ005706,MP00634,2026-06-30,ADVANCE,3216100,3216100,228400,SYN_CONTRACTOR_061,COMPLETED,2026-27
TXN023954,PRJ005707,MP00634,2023-05-01,SANCTION,13850800,0,13850800,SYN_AGENCY_044,COMPLETED,2023-24
TXN023955,PRJ005707,MP00634,2023-06-17,RELEASE,13850800,0,13850800,SYN_AGENCY_044,COMPLETED,2023-24
TXN023956,PRJ005707,MP00634,2023-07-24,ADVANCE,1399000,1399000,12451800,SYN_CONTRACTOR_062,COMPLETED,2023-24
TXN023957,PRJ005707,MP00634,2023-08-16,EXPENDITURE,6688300,8087300,5763500,SYN_CONTRACTOR_062,COMPLETED,2023-24
TXN023958,PRJ005707,MP00634,2023-10-16,PAYMENT,5347900,13435200,415600,SYN_VENDOR_006,COMPLETED,2023-24
TXN023959,PRJ005708,MP00634,2023-08-12,SANCTION,2549000,0,2549000,SYN_AGENCY_010,COMPLETED,2023-24
TXN023960,PRJ005708,MP00634,2024-06-16,RELEASE,1149800,0,2549000,SYN_AGENCY_010,COMPLETED,2024-25
TXN023961,PRJ005708,MP00634,2025-10-09,ADVANCE,163900,163900,2385100,SYN_CONTRACTOR_063,COMPLETED,2025-26
TXN023962,PRJ005708,MP00634,2026-06-30,PAYMENT,873600,1037500,1511500,SYN_CONTRACTOR_063,COMPLETED,2026-27
TXN023963,PRJ005709,MP00635,2024-08-17,SANCTION,1280500,0,1280500,SYN_AGENCY_060,COMPLETED,2024-25
TXN023964,PRJ005709,MP00635,2025-01-13,RELEASE,1280500,0,1280500,SYN_AGENCY_060,COMPLETED,2024-25
TXN023965,PRJ005709,MP00635,2025-05-04,ADVANCE,1230600,1230600,49900,SYN_CONTRACTOR_064,COMPLETED,2025-26
TXN023966,PRJ005710,MP00635,2023-08-22,SANCTION,11235900,0,11235900,SYN_AGENCY_075,COMPLETED,2023-24
TXN023967,PRJ005710,MP00635,2024-09-23,RELEASE,11235900,0,11235900,SYN_AGENCY_075,COMPLETED,2024-25
TXN023968,PRJ005710,MP00635,2025-05-13,ADVANCE,2458100,2458100,8777800,SYN_CONTRACTOR_086,COMPLETED,2025-26
TXN023969,PRJ005710,MP00635,2025-05-14,EXPENDITURE,8440700,10898800,337100,SYN_CONTRACTOR_086,COMPLETED,2025-26
TXN023970,PRJ005711,MP00635,2022-07-01,SANCTION,3291800,0,3291800,SYN_AGENCY_052,COMPLETED,2023-24
TXN023971,PRJ005711,MP00635,2022-08-23,RELEASE,3088000,0,3291800,SYN_AGENCY_052,COMPLETED,2023-24
TXN023972,PRJ005711,MP00635,2022-10-22,ADVANCE,149600,149600,3142200,SYN_CONTRACTOR_087,COMPLETED,2023-24
TXN023973,PRJ005711,MP00635,2022-12-19,EXPENDITURE,772600,922200,2369600,SYN_CONTRACTOR_087,COMPLETED,2023-24
TXN023974,PRJ005711,MP00635,2023-02-08,PAYMENT,884200,1806400,1485400,SYN_CONTRACTOR_087,COMPLETED,2023-24
TXN023975,PRJ005711,MP00635,2023-02-17,EXPENDITURE,1203500,3009900,281900,SYN_VENDOR_061,COMPLETED,2023-24
TXN023976,PRJ005712,MP00635,2023-06-24,SANCTION,2644200,0,2644200,SYN_AGENCY_049,COMPLETED,2023-24
TXN023977,PRJ005712,MP00635,2024-10-15,RELEASE,2367100,0,2644200,SYN_AGENCY_049,COMPLETED,2024-25
TXN023978,PRJ005712,MP00635,2026-06-30,ADVANCE,2355000,2355000,289200,SYN_CONTRACTOR_088,COMPLETED,2026-27
TXN023979,PRJ005713,MP00635,2022-06-11,SANCTION,1861800,0,1861800,SYN_AGENCY_037,COMPLETED,2023-24
TXN023980,PRJ005713,MP00635,2022-08-04,RELEASE,2356800,0,1861800,SYN_AGENCY_037,COMPLETED,2023-24
TXN023981,PRJ005713,MP00635,2022-09-26,ADVANCE,146100,146100,1715700,SYN_CONTRACTOR_089,COMPLETED,2023-24
TXN023982,PRJ005713,MP00635,2022-11-15,PAYMENT,476100,622200,1239600,SYN_CONTRACTOR_089,COMPLETED,2023-24
TXN023983,PRJ005713,MP00635,2022-12-21,EXPENDITURE,872000,1494200,367600,SYN_CONTRACTOR_089,COMPLETED,2023-24
TXN023984,PRJ005713,MP00635,2023-02-05,EXPENDITURE,556500,2050700,-188900,SYN_CONTRACTOR_089,COMPLETED,2023-24
TXN023985,PRJ005714,MP00635,2023-04-24,SANCTION,1130200,0,1130200,SYN_AGENCY_028,COMPLETED,2023-24
TXN023986,PRJ005714,MP00635,2023-06-06,RELEASE,1130200,0,1130200,SYN_AGENCY_028,COMPLETED,2023-24
TXN023987,PRJ005714,MP00635,2023-08-15,ADVANCE,158400,158400,971800,SYN_CONTRACTOR_090,COMPLETED,2023-24
TXN023988,PRJ005714,MP00635,2023-09-10,EXPENDITURE,840300,998700,131500,SYN_CONTRACTOR_090,COMPLETED,2023-24
TXN023989,PRJ005715,MP00635,2022-08-19,SANCTION,1661100,0,1661100,SYN_AGENCY_045,COMPLETED,2023-24
TXN023990,PRJ005715,MP00635,2022-11-24,RELEASE,1472800,0,1661100,SYN_AGENCY_045,COMPLETED,2023-24
TXN023991,PRJ005715,MP00635,2023-02-07,ADVANCE,1457200,1457200,203900,SYN_CONTRACTOR_091,COMPLETED,2023-24
TXN023992,PRJ005716,MP00635,2024-06-11,SANCTION,1489500,0,1489500,SYN_AGENCY_015,COMPLETED,2024-25
TXN023993,PRJ005716,MP00635,2024-12-17,RELEASE,1154600,0,1489500,SYN_AGENCY_015,COMPLETED,2024-25
TXN023994,PRJ005716,MP00635,2025-05-27,ADVANCE,110900,110900,1378600,SYN_CONTRACTOR_092,COMPLETED,2025-26
TXN023995,PRJ005716,MP00635,2025-12-16,PAYMENT,421400,532300,957200,SYN_CONTRACTOR_092,COMPLETED,2025-26
TXN023996,PRJ005716,MP00635,2026-06-30,PAYMENT,545000,1077300,412200,SYN_VENDOR_096,PROCESSING,2026-27
TXN023997,PRJ005717,MP00635,2023-07-04,SANCTION,2878400,0,2878400,SYN_AGENCY_034,COMPLETED,2023-24
TXN023998,PRJ005717,MP00635,2023-10-16,RELEASE,2878400,0,2878400,SYN_AGENCY_034,COMPLETED,2023-24
TXN023999,PRJ005717,MP00635,2024-02-20,ADVANCE,2878400,2878400,0,SYN_CONTRACTOR_093,COMPLETED,2023-24
TXN024000,PRJ005718,MP00635,2022-07-23,SANCTION,2608800,0,2608800,SYN_AGENCY_033,COMPLETED,2023-24
TXN024001,PRJ005718,MP00635,2022-10-23,RELEASE,2460500,0,2608800,SYN_AGENCY_033,COMPLETED,2023-24
TXN024002,PRJ005718,MP00635,2023-02-24,ADVANCE,403400,403400,2205400,SYN_CONTRACTOR_094,COMPLETED,2023-24
TXN024003,PRJ005718,MP00635,2023-06-10,PAYMENT,1913900,2317300,291500,SYN_VENDOR_038,COMPLETED,2023-24
TXN024004,PRJ005719,MP00636,2026-04-28,SANCTION,3835600,0,3835600,SYN_AGENCY_043,COMPLETED,2026-27
TXN024005,PRJ005719,MP00636,2026-05-24,RELEASE,4566500,0,3835600,SYN_AGENCY_043,COMPLETED,2026-27
TXN024006,PRJ005719,MP00636,2026-06-19,ADVANCE,4179800,4179800,-344200,SYN_CONTRACTOR_095,PENDING,2026-27
TXN024007,PRJ005720,MP00636,2026-04-25,SANCTION,1754000,0,1754000,SYN_AGENCY_070,COMPLETED,2026-27
TXN024008,PRJ005720,MP00636,2026-05-15,RELEASE,117200,0,1754000,SYN_AGENCY_070,COMPLETED,2026-27
TXN024009,PRJ005721,MP00636,2026-04-01,SANCTION,410800,0,410800,SYN_AGENCY_027,COMPLETED,2026-27
TXN024010,PRJ005721,MP00636,2026-05-15,RELEASE,51100,0,410800,SYN_AGENCY_027,COMPLETED,2026-27
TXN024011,PRJ005722,MP00636,2026-04-25,SANCTION,2010300,0,2010300,SYN_AGENCY_077,COMPLETED,2026-27
TXN024012,PRJ005722,MP00636,2026-05-19,RELEASE,68200,0,2010300,SYN_AGENCY_077,COMPLETED,2026-27
TXN024013,PRJ005722,MP00636,2026-06-08,ADVANCE,68000,68000,1942300,SYN_CONTRACTOR_119,COMPLETED,2026-27
TXN024014,PRJ005723,MP00636,2026-04-28,SANCTION,2150300,0,2150300,SYN_AGENCY_065,COMPLETED,2026-27
TXN024015,PRJ005723,MP00636,2026-05-27,RELEASE,2322500,0,2150300,SYN_AGENCY_065,COMPLETED,2026-27
TXN024016,PRJ005723,MP00636,2026-06-22,ADVANCE,2272900,2272900,-122600,SYN_CONTRACTOR_120,PENDING,2026-27
TXN024017,PRJ005724,MP00636,2026-04-26,SANCTION,1887800,0,1887800,SYN_AGENCY_075,COMPLETED,2026-27
TXN024018,PRJ005724,MP00636,2026-05-17,RELEASE,135400,0,1887800,SYN_AGENCY_075,COMPLETED,2026-27
TXN024019,PRJ005724,MP00636,2026-06-12,ADVANCE,127200,127200,1760600,SYN_CONTRACTOR_121,COMPLETED,2026-27
TXN024020,PRJ005725,MP00636,2026-04-15,SANCTION,825400,0,825400,SYN_AGENCY_010,COMPLETED,2026-27
TXN024021,PRJ005725,MP00636,2026-04-30,RELEASE,35100,0,825400,SYN_AGENCY_010,COMPLETED,2026-27
TXN024022,PRJ005725,MP00636,2026-05-14,ADVANCE,32400,32400,793000,SYN_CONTRACTOR_122,COMPLETED,2026-27
TXN024023,PRJ005726,MP00636,2026-04-16,SANCTION,976100,0,976100,SYN_AGENCY_013,COMPLETED,2026-27
TXN024024,PRJ005726,MP00636,2026-05-30,RELEASE,65700,0,976100,SYN_AGENCY_013,COMPLETED,2026-27
TXN024025,PRJ005727,MP00636,2026-04-23,SANCTION,2136800,0,2136800,SYN_AGENCY_060,COMPLETED,2026-27
TXN024026,PRJ005727,MP00636,2026-05-06,RELEASE,208100,0,2136800,SYN_AGENCY_060,COMPLETED,2026-27
TXN024027,PRJ005727,MP00636,2026-05-21,ADVANCE,186700,186700,1950100,SYN_CONTRACTOR_124,COMPLETED,2026-27
TXN024028,PRJ005728,MP00636,2026-04-22,SANCTION,1463100,0,1463100,SYN_AGENCY_057,COMPLETED,2026-27
TXN024029,PRJ005728,MP00636,2026-06-02,RELEASE,16000,0,1463100,SYN_AGENCY_057,COMPLETED,2026-27
TXN024030,PRJ005729,MP00637,2024-06-05,SANCTION,2942500,0,2942500,SYN_AGENCY_064,COMPLETED,2024-25
TXN024031,PRJ005729,MP00637,2024-08-25,RELEASE,2942500,0,2942500,SYN_AGENCY_064,COMPLETED,2024-25
TXN024032,PRJ005729,MP00637,2024-11-22,ADVANCE,399300,399300,2543200,SYN_CONTRACTOR_126,COMPLETED,2024-25
TXN024033,PRJ005729,MP00637,2024-11-24,PAYMENT,2368300,2767600,174900,SYN_VENDOR_070,COMPLETED,2024-25
TXN024034,PRJ005730,MP00637,2024-08-22,SANCTION,1972500,0,1972500,SYN_AGENCY_032,COMPLETED,2024-25
TXN024035,PRJ005730,MP00637,2024-10-31,RELEASE,1972500,0,1972500,SYN_AGENCY_032,COMPLETED,2024-25
TXN024036,PRJ005730,MP00637,2024-12-26,ADVANCE,379900,379900,1592600,SYN_CONTRACTOR_148,COMPLETED,2024-25
TXN024037,PRJ005730,MP00637,2025-02-26,EXPENDITURE,690900,1070800,901700,SYN_CONTRACTOR_148,COMPLETED,2024-25
TXN024038,PRJ005730,MP00637,2025-06-08,EXPENDITURE,775400,1846200,126300,SYN_CONTRACTOR_148,COMPLETED,2025-26
TXN024039,PRJ005731,MP00637,2024-10-11,SANCTION,1228900,0,1228900,SYN_AGENCY_011,COMPLETED,2024-25
TXN024040,PRJ005731,MP00637,2025-04-18,RELEASE,918900,0,1228900,SYN_AGENCY_011,COMPLETED,2025-26
TXN024041,PRJ005731,MP00637,2025-11-14,ADVANCE,169200,169200,1059700,SYN_CONTRACTOR_149,COMPLETED,2025-26
TXN024042,PRJ005731,MP00637,2026-06-30,PAYMENT,728800,898000,330900,SYN_VENDOR_063,COMPLETED,2026-27
TXN024043,PRJ005732,MP00637,2024-06-03,SANCTION,1300500,0,1300500,SYN_AGENCY_034,COMPLETED,2024-25
TXN024044,PRJ005732,MP00637,2024-09-02,RELEASE,1300500,0,1300500,SYN_AGENCY_034,COMPLETED,2024-25
TXN024045,PRJ005732,MP00637,2025-01-18,ADVANCE,314300,314300,986200,SYN_CONTRACTOR_150,COMPLETED,2024-25
TXN024046,PRJ005732,MP00637,2025-02-14,PAYMENT,922500,1236800,63700,SYN_CONTRACTOR_150,COMPLETED,2024-25
TXN024047,PRJ005733,MP00637,2024-06-03,SANCTION,1133100,0,1133100,SYN_AGENCY_077,COMPLETED,2024-25
TXN024048,PRJ005733,MP00637,2024-08-14,RELEASE,1025900,0,1133100,SYN_AGENCY_077,COMPLETED,2024-25
TXN024049,PRJ005733,MP00637,2024-10-15,ADVANCE,101600,101600,1031500,SYN_CONTRACTOR_151,COMPLETED,2024-25
TXN024050,PRJ005733,MP00637,2025-01-08,EXPENDITURE,463100,564700,568400,SYN_CONTRACTOR_151,COMPLETED,2024-25
TXN024051,PRJ005733,MP00637,2025-02-22,EXPENDITURE,414600,979300,153800,SYN_CONTRACTOR_151,COMPLETED,2024-25
TXN024052,PRJ005734,MP00637,2024-11-15,SANCTION,1520600,0,1520600,SYN_AGENCY_026,COMPLETED,2024-25
TXN024053,PRJ005734,MP00637,2025-04-15,RELEASE,1324100,0,1520600,SYN_AGENCY_026,COMPLETED,2025-26
TXN024054,PRJ005734,MP00637,2025-09-28,ADVANCE,117600,117600,1403000,SYN_CONTRACTOR_152,COMPLETED,2025-26
TXN024055,PRJ005734,MP00637,2025-11-30,PAYMENT,542200,659800,860800,SYN_VENDOR_036,COMPLETED,2025-26
TXN024056,PRJ005734,MP00637,2026-05-06,PAYMENT,531200,1191000,329600,SYN_CONTRACTOR_152,COMPLETED,2026-27
TXN024057,PRJ005735,MP00637,2024-08-22,SANCTION,1955800,0,1955800,SYN_AGENCY_009,COMPLETED,2024-25
TXN024058,PRJ005735,MP00637,2025-07-07,RELEASE,1628900,0,1955800,SYN_AGENCY_009,COMPLETED,2025-26
TXN024059,PRJ005735,MP00637,2026-06-30,ADVANCE,1455600,1455600,500200,SYN_CONTRACTOR_153,COMPLETED,2026-27
TXN024060,PRJ005736,MP00637,2024-10-28,SANCTION,950700,0,950700,SYN_AGENCY_072,COMPLETED,2024-25
TXN024061,PRJ005736,MP00637,2025-01-04,RELEASE,929100,0,950700,SYN_AGENCY_072,COMPLETED,2024-25
TXN024062,PRJ005736,MP00637,2025-03-19,ADVANCE,105300,105300,845400,SYN_CONTRACTOR_154,COMPLETED,2024-25
TXN024063,PRJ005736,MP00637,2025-03-21,PAYMENT,728300,833600,117100,SYN_CONTRACTOR_154,COMPLETED,2024-25
TXN024064,PRJ005737,MP00638,2023-06-30,SANCTION,2611300,0,2611300,SYN_AGENCY_052,COMPLETED,2023-24
TXN024065,PRJ005737,MP00638,2024-12-24,RELEASE,1556800,0,2611300,SYN_AGENCY_052,COMPLETED,2024-25
TXN024066,PRJ005737,MP00638,2026-06-30,ADVANCE,1359200,1359200,1252100,SYN_CONTRACTOR_155,COMPLETED,2026-27
TXN024067,PRJ005738,MP00638,2023-06-15,SANCTION,974900,0,974900,SYN_AGENCY_037,COMPLETED,2023-24
TXN024068,PRJ005738,MP00638,2023-08-03,RELEASE,974900,0,974900,SYN_AGENCY_037,COMPLETED,2023-24
TXN024069,PRJ005738,MP00638,2023-09-12,ADVANCE,77100,77100,897800,SYN_CONTRACTOR_156,COMPLETED,2023-24
TXN024070,PRJ005738,MP00638,2023-11-03,EXPENDITURE,453200,530300,444600,SYN_CONTRACTOR_156,COMPLETED,2023-24
TXN024071,PRJ005738,MP00638,2023-12-04,EXPENDITURE,366500,896800,78100,SYN_CONTRACTOR_156,COMPLETED,2023-24
TXN024072,PRJ005739,MP00638,2025-02-21,SANCTION,2363800,0,2363800,SYN_AGENCY_079,COMPLETED,2024-25
TXN024073,PRJ005739,MP00638,2025-10-23,RELEASE,618600,0,2363800,SYN_AGENCY_079,COMPLETED,2025-26
TXN024074,PRJ005739,MP00638,2026-05-01,ADVANCE,553800,553800,1810000,SYN_CONTRACTOR_157,COMPLETED,2026-27
TXN024075,PRJ005740,MP00638,2024-10-24,SANCTION,2349700,0,2349700,SYN_AGENCY_047,COMPLETED,2024-25
TXN024076,PRJ005740,MP00638,2025-09-18,RELEASE,1913700,0,2349700,SYN_AGENCY_047,COMPLETED,2025-26
TXN024077,PRJ005740,MP00638,2026-04-02,ADVANCE,1742800,1742800,606900,SYN_CONTRACTOR_179,COMPLETED,2026-27
TXN024078,PRJ005741,MP00638,2024-10-16,SANCTION,920100,0,920100,SYN_AGENCY_064,COMPLETED,2024-25
TXN024079,PRJ005741,MP00638,2024-12-27,RELEASE,920100,0,920100,SYN_AGENCY_064,COMPLETED,2024-25
TXN024080,PRJ005741,MP00638,2025-03-03,ADVANCE,920100,920100,0,SYN_CONTRACTOR_180,COMPLETED,2024-25
TXN024081,PRJ005742,MP00638,2024-06-09,SANCTION,3209600,0,3209600,SYN_AGENCY_075,COMPLETED,2024-25
TXN024082,PRJ005742,MP00638,2024-10-16,RELEASE,3198000,0,3209600,SYN_AGENCY_075,COMPLETED,2024-25
TXN024083,PRJ005742,MP00638,2025-02-14,ADVANCE,528500,528500,2681100,SYN_CONTRACTOR_001,COMPLETED,2024-25
TXN024084,PRJ005742,MP00638,2025-04-28,EXPENDITURE,2496900,3025400,184200,SYN_CONTRACTOR_001,COMPLETED,2025-26
TXN024085,PRJ005743,MP00638,2025-01-07,SANCTION,1605400,0,1605400,SYN_AGENCY_060,COMPLETED,2024-25
TXN024086,PRJ005743,MP00638,2025-02-16,RELEASE,1605400,0,1605400,SYN_AGENCY_060,COMPLETED,2024-25
TXN024087,PRJ005743,MP00638,2025-04-09,ADVANCE,277100,277100,1328300,SYN_CONTRACTOR_002,COMPLETED,2025-26
TXN024088,PRJ005743,MP00638,2025-05-16,EXPENDITURE,1328300,1605400,0,SYN_CONTRACTOR_002,COMPLETED,2025-26
TXN024089,PRJ005743,MP00638,2025-06-30,ADJUSTMENT,21300,1605400,0,SYN_AGENCY_060,COMPLETED,2025-26
TXN024090,PRJ005744,MP00638,2024-02-19,SANCTION,1447100,0,1447100,SYN_AGENCY_077,COMPLETED,2023-24
TXN024091,PRJ005744,MP00638,2024-05-03,RELEASE,1447100,0,1447100,SYN_AGENCY_077,COMPLETED,2024-25
TXN024092,PRJ005744,MP00638,2024-07-24,ADVANCE,196500,196500,1250600,SYN_CONTRACTOR_003,COMPLETED,2024-25
TXN024093,PRJ005744,MP00638,2024-09-20,PAYMENT,1083700,1280200,166900,SYN_VENDOR_037,COMPLETED,2024-25
TXN024094,PRJ005745,MP00638,2024-05-09,SANCTION,1339500,0,1339500,SYN_AGENCY_016,COMPLETED,2024-25
TXN024095,PRJ005745,MP00638,2024-10-24,RELEASE,1239400,0,1339500,SYN_AGENCY_016,COMPLETED,2024-25
TXN024096,PRJ005745,MP00638,2025-05-25,ADVANCE,121500,121500,1218000,SYN_CONTRACTOR_004,COMPLETED,2025-26
TXN024097,PRJ005745,MP00638,2025-11-24,PAYMENT,404600,526100,813400,SYN_VENDOR_068,COMPLETED,2025-26
TXN024098,PRJ005745,MP00638,2026-06-30,PAYMENT,568600,1094700,244800,SYN_CONTRACTOR_004,COMPLETED,2026-27
TXN024099,PRJ005746,MP00638,2024-06-02,SANCTION,1615700,0,1615700,SYN_AGENCY_047,COMPLETED,2024-25
TXN024100,PRJ005746,MP00638,2024-10-02,RELEASE,1516100,0,1615700,SYN_AGENCY_047,COMPLETED,2024-25
TXN024101,PRJ005746,MP00638,2025-01-16,ADVANCE,1457100,1457100,158600,SYN_CONTRACTOR_005,COMPLETED,2024-25
TXN024102,PRJ005747,MP00639,2025-04-01,SANCTION,1808200,0,1808200,SYN_AGENCY_040,COMPLETED,2025-26
TXN024103,PRJ005747,MP00639,2025-08-28,RELEASE,864200,0,1808200,SYN_AGENCY_040,COMPLETED,2025-26
TXN024104,PRJ005747,MP00639,2026-01-24,ADVANCE,151600,151600,1656600,SYN_CONTRACTOR_006,COMPLETED,2025-26
TXN024105,PRJ005747,MP00639,2026-04-27,EXPENDITURE,627400,779000,1029200,SYN_CONTRACTOR_006,COMPLETED,2026-27
TXN024106,PRJ005748,MP00639,2025-05-15,SANCTION,1615500,0,1615500,SYN_AGENCY_029,COMPLETED,2025-26
TXN024107,PRJ005748,MP00639,2025-06-27,RELEASE,199600,0,1615500,SYN_AGENCY_029,COMPLETED,2025-26
TXN024108,PRJ005749,MP00639,2025-05-06,SANCTION,854300,0,854300,SYN_AGENCY_045,COMPLETED,2025-26
TXN024109,PRJ005749,MP00639,2025-08-27,RELEASE,81000,0,854300,SYN_AGENCY_045,COMPLETED,2025-26
TXN024110,PRJ005749,MP00639,2025-12-15,ADVANCE,5100,5100,849200,SYN_CONTRACTOR_008,COMPLETED,2025-26
TXN024111,PRJ005749,MP00639,2026-03-30,PAYMENT,35400,40500,813800,SYN_CONTRACTOR_008,COMPLETED,2025-26
TXN024112,PRJ005749,MP00639,2026-06-30,EXPENDITURE,40300,80800,773500,SYN_CONTRACTOR_008,COMPLETED,2026-27
TXN024113,PRJ005750,MP00639,2025-05-11,SANCTION,1007800,0,1007800,SYN_AGENCY_023,COMPLETED,2025-26
TXN024114,PRJ005750,MP00639,2025-06-05,RELEASE,27000,0,1007800,SYN_AGENCY_023,COMPLETED,2025-26
TXN024115,PRJ005750,MP00639,2025-07-03,ADVANCE,25900,25900,981900,SYN_CONTRACTOR_030,COMPLETED,2025-26
TXN024116,PRJ005751,MP00639,2025-05-07,SANCTION,3764700,0,3764700,SYN_AGENCY_001,COMPLETED,2025-26
TXN024117,PRJ005751,MP00639,2025-11-03,RELEASE,631400,0,3764700,SYN_AGENCY_001,COMPLETED,2025-26
TXN024118,PRJ005751,MP00639,2026-05-23,ADVANCE,580500,580500,3184200,SYN_CONTRACTOR_031,COMPLETED,2026-27
TXN024119,PRJ005752,MP00639,2025-04-21,SANCTION,1276300,0,1276300,SYN_AGENCY_016,COMPLETED,2025-26
TXN024120,PRJ005752,MP00639,2025-08-15,RELEASE,165600,0,1276300,SYN_AGENCY_016,COMPLETED,2025-26
TXN024121,PRJ005752,MP00639,2025-11-26,ADVANCE,10800,10800,1265500,SYN_CONTRACTOR_032,COMPLETED,2025-26
TXN024122,PRJ005752,MP00639,2026-02-18,PAYMENT,75400,86200,1190100,SYN_VENDOR_096,COMPLETED,2025-26
TXN024123,PRJ005752,MP00639,2026-04-28,EXPENDITURE,71000,157200,1119100,SYN_CONTRACTOR_032,COMPLETED,2026-27
TXN024124,PRJ005753,MP00639,2025-04-01,SANCTION,549400,0,549400,SYN_AGENCY_039,COMPLETED,2025-26
TXN024125,PRJ005753,MP00639,2025-08-05,RELEASE,285200,0,549400,SYN_AGENCY_039,COMPLETED,2025-26
TXN024126,PRJ005753,MP00639,2025-12-01,ADVANCE,76200,76200,473200,SYN_CONTRACTOR_033,COMPLETED,2025-26
TXN024127,PRJ005753,MP00639,2026-04-03,EXPENDITURE,74500,150700,398700,SYN_CONTRACTOR_033,COMPLETED,2026-27
TXN024128,PRJ005753,MP00639,2026-04-05,PAYMENT,109100,259800,289600,SYN_CONTRACTOR_033,COMPLETED,2026-27
TXN024129,PRJ005754,MP00639,2025-04-12,SANCTION,2544100,0,2544100,SYN_AGENCY_078,COMPLETED,2025-26
TXN024130,PRJ005754,MP00639,2025-07-11,RELEASE,528000,0,2544100,SYN_AGENCY_078,COMPLETED,2025-26
TXN024131,PRJ005754,MP00639,2025-09-17,ADVANCE,36900,36900,2507200,SYN_CONTRACTOR_034,COMPLETED,2025-26
TXN024132,PRJ005754,MP00639,2026-01-07,PAYMENT,141900,178800,2365300,SYN_CONTRACTOR_034,COMPLETED,2025-26
