mp_id,mp_name,state_ut,constituency,district,house_type,allocated_amount_inr,allocation_year,data_source
MP_529,SUDHA R,Tamil Nadu,MAYILADUTHURAI,Mayiladuthurai,Lok Sabha,147332315.1,2024-2025,Official Ministry Dataset (MP 2)
MP_530,SUDHAKAR SINGH,Bihar,BUXAR,Buxar,Lok Sabha,185211956.5,2024-2025,Official Ministry Dataset (MP 2)
MP_531,Sudip Bandyopadhyay,West Bengal,KOLKATA UTTAR,Kolkata Uttar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_532,SUKANTA KUMAR PANIGRAHI,Odisha,KANDHAMAL,Kandhamal,Lok Sabha,190712424.1,2024-2025,Official Ministry Dataset (MP 2)
MP_533,SUKHDEO BHAGAT,Jharkhand,LOHARDAGA(ST),Lohardaga(St),Lok Sabha,171821957.1,2024-2025,Official Ministry Dataset (MP 2)
MP_534,SUKHJINDER SINGH RANDHAWA,Punjab,GURDASPUR,Gurdaspur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_535,SUNIL BOSE,Karnataka,CHAMARAJANAGAR(SC),Chamarajanagar(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_536,Sunil Dattatray Tatkare,Maharashtra,RAIGAD,Raigad,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_537,Sunil Kumar,Bihar,VALMIKI NAGAR,Valmiki Nagar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_538,SURENDRA PRASAD YADAV,Bihar,JAHANABAD,Jahanabad,Lok Sabha,155325714.0,2024-2025,Official Ministry Dataset (MP 2)
MP_539,SURESH GOPI,Kerala,THRISSUR,Thrissur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_540,Suresh Kumar Kashyap,Himachal Pradesh,SHIMLA (SC),Shimla (Sc),Lok Sabha,153563957.1,2024-2025,Official Ministry Dataset (MP 2)
MP_541,SURESH KUMAR SHETKAR,Telangana,ZAHIRABAD,Zahirabad,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_542,Swami Sachchidanandhari Sakshi ji Maharaj,Uttar Pradesh,UNNAO,Unnao,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_543,T Sumathy (A) Thamizhachi Thangapandian,Tamil Nadu,CHENNAI SOUTH,Chennai South,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_544,TANGELLA UDAY SRINIVAS,Andhra Pradesh,KAKINADA,Kakinada,Lok Sabha,199417886.8,2024-2025,Official Ministry Dataset (MP 2)
MP_545,TANUJ PUNIA,Uttar Pradesh,BARABANKI(SC),Barabanki(Sc),Lok Sabha,148198170.1,2024-2025,Official Ministry Dataset (MP 2)
MP_546,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_547,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_548,TARIQ ANWAR,Bihar,KATIHAR,Katihar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_549,Thalikkottai Rajuthevar Baalu,Tamil Nadu,SRIPERUMBUDUR,Sriperumbudur,Lok Sabha,196905535.1,2024-2025,Official Ministry Dataset (MP 2)
MP_550,THANGA TAMILSELVAN,Tamil Nadu,THENI,Theni,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_551,THARANIVENTHAN M S,Tamil Nadu,ARANI,Arani,Lok Sabha,168337124.4,2024-2025,Official Ministry Dataset (MP 2)
MP_552,Thiru Dayanidhi Maran,Tamil Nadu,CHENNAI CENTRAL,Chennai Central,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_553,Thirumaa Valavan Thol,Tamil Nadu,CHIDAMBARAM(SC),Chidambaram(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_554,TOKHAN SAHU,Chhattisgarh,BILASPUR,Bilaspur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_555,TRIVENDRA SINGH RAWAT,Uttarakhand,HARDWAR,Hardwar,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_556,UJJWAL RAMAN SINGH,Uttar Pradesh,ALLAHABAD,Allahabad,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_557,UMMEDA RAM BENIWAL,Rajasthan,BARMER,Barmer,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_558,UTKARSH VERMA MADHUR,Uttar Pradesh,KHERI,Kheri,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_559,V S Matheswaran,Tamil Nadu,NAMAKKAL,Namakkal,Lok Sabha,162539930.1,2024-2025,Official Ministry Dataset (MP 2)
MP_560,V. SOMANNA,Karnataka,TUMKUR,Tumkur,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_561,Vaithilingam Ve,Puducherry,Puducherry,Puducherry,Lok Sabha,209368972.1,2024-2025,Official Ministry Dataset (MP 2)
MP_562,VAMSI KRISHNA GADDAM,Telangana,PEDDAPALLE,Peddapalle,Lok Sabha,148451721.1,2024-2025,Official Ministry Dataset (MP 2)
MP_563,VARUN CHAUDHRY,Haryana,AMBALA (SC),Ambala (Sc),Lok Sabha,255454264.0,2024-2025,Official Ministry Dataset (MP 2)
MP_564,Vellalath Kochukrishnan Nair Sreekandan,Kerala,PALAKKAD,Palakkad,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_565,Vijay Baghel,Chhattisgarh,DURG,Durg,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_566,Vijay Kumar Dubey,Uttar Pradesh,KUSHI NAGAR,Kushi Nagar,Lok Sabha,148900000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_567,Vijay Kumar Hansdak,Jharkhand,RAJMAHAL(ST),Rajmahal(St),Lok Sabha,147223957.1,2024-2025,Official Ministry Dataset (MP 2)
MP_568,VIJAYLAKSHMI DEVI,Bihar,SIWAN,Siwan,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_569,Vinod Chavda,Gujarat,KACHCHH(SC),Kachchh(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_570,VINOD KUMAR BIND,Uttar Pradesh,BHADOHI,Bhadohi,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_571,Virendra Kumar,Madhya Pradesh,TIKAMGARH(SC),Tikamgarh(Sc),Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_572,VIRENDRA SINGH,Uttar Pradesh,CHANDAULI,Chandauli,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_573,VISHAL,Maharashtra,SANGLI,Sangli,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_574,Vishnu Dayal Ram,Jharkhand,PALAMU(SC),Palamu(Sc),Lok Sabha,158176083.1,2024-2025,Official Ministry Dataset (MP 2)
MP_575,Vishnu Dutt Sharma,Madhya Pradesh,KHAJURAHO,Khajuraho,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_576,VISHWESHWAR HEGDE KAGERI,Karnataka,UTTARA KANNADA,Uttara Kannada,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_577,VIVEK THAKUR,Bihar,NAWADA,Nawada,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_578,Hon'ble Members of Parliaments,State,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_579,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_580,Y S Avinash Reddy,Andhra Pradesh,KADAPA,Kadapa,Lok Sabha,156430260.1,2024-2025,Official Ministry Dataset (MP 2)
MP_581,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Karnataka,MYSORE,Mysore,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_582,Yogendra Chandoliya,Delhi,NORTH WEST DELHI(SC),North West Delhi(Sc),Lok Sabha,147876307.0,2024-2025,Official Ministry Dataset (MP 2)
MP_583,ZIA UR REHMAN,Uttar Pradesh,SAMBHAL,Sambhal,Lok Sabha,147000000.0,2024-2025,Official Ministry Dataset (MP 2)
MP_584,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,83062104295.0,2024-2025,Official Ministry Dataset (MP 2)
MP_585,Hon'ble MP,Maharashtra,Constituency,Constituency,Lok Sabha,,2024-2025,Official Ministry Dataset (MP 2)
MP_586,Dr. Abhishek Manu Singhvi (2026-32) (2026-2032),Telangana,Telangana (Rajya Sabha),Telangana Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_587,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_588,Dr. Alka Singh (2026-32) (2026-2032),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_589,Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_590,Dr. Ashok Kumar Mittal (2022-28) (2022-2028),Punjab,Punjab (Rajya Sabha),Punjab Central,Elected MP,222487632.1,2024-2025,Official Ministry Dataset (MP 3)
MP_591,Dr. Bhim Singh (2024-30) (2024-2030),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,186200000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_592,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Nominated MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_593,Dr. Dharmshila Gupta (2024-30) (2024-2030),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,186200000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_594,Dr. Dinesh Sharma (2023-26) (2023-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_595,Dr. Faiyaz Ahmad (2022-28) (2022-2028),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,235263957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_596,Dr. John Brittas (2021-27) (2021-2027),Kerala,Kerala (Rajya Sabha),Kerala Central,Elected MP,245063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_597,Dr. Jyoti Nagnath Waghmare (2026-32) (2026-2032),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_598,Dr. K. Laxman (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,197637007.1,2024-2025,Official Ministry Dataset (MP 3)
MP_599,Dr. Kalpana Saini (2022-28) (2022-2028),Uttarakhand,Uttarakhand (Rajya Sabha),Uttarakhand Central,Elected MP,200830405.8,2024-2025,Official Ministry Dataset (MP 3)
MP_600,Dr. Kavita Patidar (2022-28) (2022-2028),Madhya Pradesh,Madhya Pradesh (Rajya Sabha),Madhya Pradesh Central,Elected MP,197118521.4,2024-2025,Official Ministry Dataset (MP 3)
MP_601,Dr. L. Murugan (2024-30) (2024-2030),Madhya Pradesh,Madhya Pradesh (Rajya Sabha),Madhya Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_602,Dr. Laxmikant Bajpayee (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_603,Dr. M. Dhanapal (2025-31) (2025-2031),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,89248285.42,2024-2025,Official Ministry Dataset (MP 3)
MP_604,Dr. M. Thambi Durai (2026-32) (2026-2032),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,49356476.5,2024-2025,Official Ministry Dataset (MP 3)
MP_605,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_606,Dr. Meenakshi Jain (2025-31) (2025-2031),Delhi,Delhi (Rajya Sabha),Delhi Central,Nominated MP,73500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_607,Dr. Mukeshbhai J. Rathwa (2026-32) (2026-2032),Gujarat,Gujarat (Rajya Sabha),Gujarat Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_608,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Gujarat,Gujarat (Rajya Sabha),Gujarat Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_609,Dr. Radha Mohan Das Agrawal (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,203626524.7,2024-2025,Official Ministry Dataset (MP 3)
MP_610,Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Punjab,Punjab (Rajya Sabha),Punjab Central,Elected MP,232203454.2,2024-2025,Official Ministry Dataset (MP 3)
MP_611,Dr. Sangeeta Balwant (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_612,Dr. Santrupt Misra (2026-32) (2026-2032),Odisha,Odisha (Rajya Sabha),Odisha Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_613,Dr. Sarfraz Ahmad (2024-30) (2024-2030),Jharkhand,Jharkhand (Rajya Sabha),Jharkhand Central,Elected MP,178564551.1,2024-2025,Official Ministry Dataset (MP 3)
MP_614,Dr. Sasmit Patra (2022-28) (2022-2028),Odisha,Odisha (Rajya Sabha),Odisha Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_615,Hon'ble Members of Parliament,State,State (Rajya Sabha),State Central,Elected/Nominated,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_616,Dr. Satish Poonia (2026-32) (2026-2032),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_617,Dr. Sikander Kumar (2022-28) (2022-2028),Himachal Pradesh,Himachal Pradesh (Rajya Sabha),Himachal Pradesh Central,Elected MP,207863957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_618,Dr. Sudhanshu Trivedi (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_619,Dr. Syed Naseer Hussain (2024-30) (2024-2030),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_620,Dr. V. Sivadasan (2021-27) (2021-2027),Kerala,Kerala (Rajya Sabha),Kerala Central,Elected MP,276720323.3,2024-2025,Official Ministry Dataset (MP 3)
MP_621,Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),Punjab,Punjab (Rajya Sabha),Punjab Central,Elected MP,198656208.6,2024-2025,Official Ministry Dataset (MP 3)
MP_622,Ms. Dola Sen (2023-29) (2023-2029),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,171500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_623,Ms. Swati Maliwal (2024-30) (2024-2030),Delhi,Delhi (Rajya Sabha),Delhi Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_624,Prof. Manoj Kumar Jha (2024-30) (2024-2030),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,191620112.1,2024-2025,Official Ministry Dataset (MP 3)
MP_625,Prof. Ram Gopal Yadav (2020-26) (2020-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,221271395.1,2024-2025,Official Ministry Dataset (MP 3)
MP_626,Shri A. A. Rahim (2022-28) (2022-2028),Kerala,Kerala (Rajya Sabha),Kerala Central,Elected MP,220563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_627,Shri Abdul Wahab (2021-27) (2021-2027),Kerala,Kerala (Rajya Sabha),Kerala Central,Elected MP,310898953.3,2024-2025,Official Ministry Dataset (MP 3)
MP_628,Shri Aditya Prasad (2022-28) (2022-2028),Jharkhand,Jharkhand (Rajya Sabha),Jharkhand Central,Elected MP,227628508.2,2024-2025,Official Ministry Dataset (MP 3)
MP_629,Shri Ajay Makan (2024-30) (2024-2030),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_630,Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,186200000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_631,Shri Amar Pal Maurya (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_632,Shri Anil Kumar Yadav Mandadi (2024-30) (2024-2030),Telangana,Telangana (Rajya Sabha),Telangana Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_633,Shri Anurag Sharma (2026-32) (2026-2032),Himachal Pradesh,Himachal Pradesh (Rajya Sabha),Himachal Pradesh Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_634,Shri Arun Singh (2020-26) (2020-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,223492764.1,2024-2025,Official Ministry Dataset (MP 3)
MP_635,Shri Ashok Singh (2024-30) (2024-2030),Madhya Pradesh,Madhya Pradesh (Rajya Sabha),Madhya Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_636,Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_637,Shri Ashwini Vaishnaw (2024-30) (2024-2030),Odisha,Odisha (Rajya Sabha),Odisha Central,Elected MP,265563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_638,Shri B. Parthasaradhi Reddy (2022-28) (2022-2028),Telangana,Telangana (Rajya Sabha),Telangana Central,Elected MP,244365104.0,2024-2025,Official Ministry Dataset (MP 3)
MP_639,Shri B.L. Verma (2020-26) (2020-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_640,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Gujarat,Gujarat (Rajya Sabha),Gujarat Central,Elected MP,171500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_641,Shri Baburam Nishad (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_642,Shri Balyogi Umeshnath (2024-30) (2024-2030),Madhya Pradesh,Madhya Pradesh (Rajya Sabha),Madhya Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_643,Shri Banshilal Gurjar (2024-30) (2024-2030),Madhya Pradesh,Madhya Pradesh (Rajya Sabha),Madhya Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_644,Shri Bhashyam Rama Krishna (2026-32) (2026-2032),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_645,Shri Birendra Prasad Baishya (2025-31) (2025-2031),Assam,Assam (Rajya Sabha),Assam Central,Elected MP,98000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_646,Shri Brij Lal (2020-26) (2020-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_647,Hon'ble Members of Parliament,State,State (Rajya Sabha),State Central,Elected/Nominated,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_648,Shri C. Sadanandan Master (2025-31) (2025-2031),Kerala,Kerala (Rajya Sabha),Kerala Central,Nominated MP,73500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_649,Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_650,Shri Chowdry Mohammad Ramzan (2025-31) (2025-2031),Jammu And Kashmir,Jammu And Kashmir (Rajya Sabha),Jammu And Kashmir Central,Elected MP,73500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_651,Shri Christopher Manickam (2026-32) (2026-2032),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,49356476.5,2024-2025,Official Ministry Dataset (MP 3)
MP_652,Shri Chunnilal Garasiya (2024-30) (2024-2030),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_653,Shri Constandine Ravindran (2026-32) (2026-2032),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,49356476.5,2024-2025,Official Ministry Dataset (MP 3)
MP_654,Shri Damodar Rao Divakonda (2022-28) (2022-2028),Telangana,Telangana (Rajya Sabha),Telangana Central,Elected MP,239919406.1,2024-2025,Official Ministry Dataset (MP 3)
MP_655,Shri Derek O' Brien (2023-29) (2023-2029),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,171500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_656,Shri Devendra Pratap Singh (2024-30) (2024-2030),Chhattisgarh,Chhattisgarh (Rajya Sabha),Chhattisgarh Central,Elected MP,170837637.8,2024-2025,Official Ministry Dataset (MP 3)
MP_657,Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,220383643.1,2024-2025,Official Ministry Dataset (MP 3)
MP_658,Shri Dilip Kumar Ray (2026-32) (2026-2032),Odisha,Odisha (Rajya Sabha),Odisha Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_659,Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),Sikkim,Sikkim (Rajya Sabha),Sikkim Central,Elected MP,150170726.1,2024-2025,Official Ministry Dataset (MP 3)
MP_660,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_661,Shri Ghanshyam Tiwari (2022-28) (2022-2028),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_662,Shri Golla Baburao (2024-30) (2024-2030),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_663,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Gujarat,Gujarat (Rajya Sabha),Gujarat Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_664,Shri Gulam Ali (2022-28) (2022-2028),Jammu And Kashmir,Jammu And Kashmir (Rajya Sabha),Jammu And Kashmir Central,Nominated MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_665,Shri Gurwinder Singh Oberoi (2025-31) (2025-2031),Jammu And Kashmir,Jammu And Kashmir (Rajya Sabha),Jammu And Kashmir Central,Elected MP,73500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_666,Shri Harbhajan Singh (2022-28) (2022-2028),Punjab,Punjab (Rajya Sabha),Punjab Central,Elected MP,220984094.3,2024-2025,Official Ministry Dataset (MP 3)
MP_667,Shri Hardeep Singh Puri (2020-26) (2020-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,226801049.1,2024-2025,Official Ministry Dataset (MP 3)
MP_668,Shri Haris Beeran (2024-30) (2024-2030),Kerala,Kerala (Rajya Sabha),Kerala Central,Elected MP,122500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_669,Shri Harsh Mahajan (2024-30) (2024-2030),Himachal Pradesh,Himachal Pradesh (Rajya Sabha),Himachal Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_670,Shri Harsh Vardhan Shringla (2025-31) (2025-2031),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Nominated MP,73500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_671,Shri I.S. Inbadurai (2025-31) (2025-2031),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,89248285.42,2024-2025,Official Ministry Dataset (MP 3)
MP_672,Shri Ilaiyaraaja (2022-28) (2022-2028),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Nominated MP,220563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_673,Shri Imran Pratapgarhi (2022-28) (2022-2028),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,196000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_674,Shri Jagat Prakash Nadda (2024-30) (2024-2030),Gujarat,Gujarat (Rajya Sabha),Gujarat Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_675,Shri Jaggesh (2022-28) (2022-2028),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_676,Shri Jairam Ramesh (2022-28) (2022-2028),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,220563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_677,Shri James Pangsang Kongkal Sangma (2026-32) (2026-2032),Meghalaya,Meghalaya (Rajya Sabha),Meghalaya Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_678,Shri Javed Ali Khan (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_679,Hon'ble Members of Parliament,State,State (Rajya Sabha),State Central,Elected/Nominated,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_680,Shri Jayant Chaudhary (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,214074707.7,2024-2025,Official Ministry Dataset (MP 3)
