document_id,project_id,document_type,vendor_name,category,extracted_amount_inr,sanctioned_amount_inr,consistency_score,mismatch_flag,file_name
DOC0001519,PRJ000760,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,4160000.0,4160000.0,90.3,False,Purchase_Bill_PRJ000760.pdf
DOC0001520,PRJ000760,UTILIZATION_CERTIFICATE,Hubballi State Water Supply & Sanitation Board (WSSB),ROAD_REPAIR,1872000.0,4160000.0,92.2,False,Utilization_Certificate_PRJ000760.pdf
DOC0001521,PRJ000761,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,6840000.0,6840000.0,96.7,False,Purchase_Bill_PRJ000761.pdf
DOC0001522,PRJ000761,UTILIZATION_CERTIFICATE,Bengaluru Municipal Corporation Infrastructure Cell,BRIDGE,1723680.0,6840000.0,96.0,False,Utilization_Certificate_PRJ000761.pdf
DOC0001523,PRJ000762,PURCHASE_BILL,SunPower Renewable Energy Systems,SOLAR_ENERGY,1790000.0,1790000.0,88.2,False,Purchase_Bill_PRJ000762.pdf
DOC0001524,PRJ000762,UTILIZATION_CERTIFICATE,Kolkata District Rural Development Agency (DRDA),SOLAR_ENERGY,1790000.0,1790000.0,92.2,False,Utilization_Certificate_PRJ000762.pdf
DOC0001525,PRJ000763,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,2410000.0,2410000.0,90.0,False,Purchase_Bill_PRJ000763.pdf
DOC0001526,PRJ000763,UTILIZATION_CERTIFICATE,Kolkata District Rural Development Agency (DRDA),BUS_SHELTER,1479740.0,2410000.0,99.4,False,Utilization_Certificate_PRJ000763.pdf
DOC0001527,PRJ000764,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,3810000.0,3810000.0,89.0,False,Purchase_Bill_PRJ000764.pdf
DOC0001528,PRJ000764,UTILIZATION_CERTIFICATE,Patna Municipal Corporation Infrastructure Cell,ROAD_CONSTRUCTION,3810000.0,3810000.0,95.1,False,Utilization_Certificate_PRJ000764.pdf
DOC0001529,PRJ000765,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,6050000.0,6050000.0,89.2,False,Purchase_Bill_PRJ000765.pdf
DOC0001530,PRJ000765,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),SANITATION,6050000.0,6050000.0,90.4,False,Utilization_Certificate_PRJ000765.pdf
DOC0001531,PRJ000766,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,1060000.0,1060000.0,97.2,False,Purchase_Bill_PRJ000766.pdf
DOC0001532,PRJ000766,UTILIZATION_CERTIFICATE,Muzaffarpur District Rural Development Agency (DRDA),WATER_SUPPLY,477000.0,1060000.0,92.2,False,Utilization_Certificate_PRJ000766.pdf
DOC0001533,PRJ000767,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,7260000.0,7260000.0,90.7,False,Purchase_Bill_PRJ000767.pdf
DOC0001534,PRJ000767,UTILIZATION_CERTIFICATE,Patna State Water Supply & Sanitation Board (WSSB),WATER_SUPPLY,5445000.0,7260000.0,90.1,False,Utilization_Certificate_PRJ000767.pdf
DOC0001535,PRJ000768,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,1640000.0,1640000.0,95.0,False,Purchase_Bill_PRJ000768.pdf
DOC0001536,PRJ000768,UTILIZATION_CERTIFICATE,Madurai District Rural Development Agency (DRDA),ROAD_REPAIR,1381629.3,1640000.0,93.1,False,Utilization_Certificate_PRJ000768.pdf
DOC0001537,PRJ000769,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,5130000.0,5130000.0,94.6,False,Purchase_Bill_PRJ000769.pdf
DOC0001538,PRJ000769,UTILIZATION_CERTIFICATE,Tiruchirappalli Municipal Corporation Infrastructure Cell,DRAINAGE,5130000.0,5130000.0,97.3,False,Utilization_Certificate_PRJ000769.pdf
DOC0001539,PRJ000770,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,DRAINAGE,6450000.0,6450000.0,88.9,False,Purchase_Bill_PRJ000770.pdf
DOC0001540,PRJ000770,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),DRAINAGE,2399400.0,6450000.0,92.9,False,Utilization_Certificate_PRJ000770.pdf
DOC0001541,PRJ000771,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,5750000.0,5750000.0,88.8,False,Purchase_Bill_PRJ000771.pdf
DOC0001542,PRJ000771,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),HEALTHCARE,2133250.0,5750000.0,97.4,False,Utilization_Certificate_PRJ000771.pdf
DOC0001543,PRJ000772,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,7400000.0,7400000.0,91.7,False,Purchase_Bill_PRJ000772.pdf
DOC0001544,PRJ000772,UTILIZATION_CERTIFICATE,Alappuzha District Rural Development Agency (DRDA),SCHOOL_INFRASTRUCTURE,3330000.0,7400000.0,93.0,False,Utilization_Certificate_PRJ000772.pdf
DOC0001545,PRJ000773,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,2393758.09,1780000.0,51.3,True,Purchase_Bill_PRJ000773.pdf
DOC0001546,PRJ000773,UTILIZATION_CERTIFICATE,Alappuzha State Water Supply & Sanitation Board (WSSB),ROAD_REPAIR,808120.0,1780000.0,97.8,False,Utilization_Certificate_PRJ000773.pdf
DOC0001547,PRJ000774,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,6240000.0,6240000.0,97.2,False,Purchase_Bill_PRJ000774.pdf
DOC0001548,PRJ000774,UTILIZATION_CERTIFICATE,Madurai Public Works Department (PWD),HEALTHCARE,4486560.0,6240000.0,94.7,False,Utilization_Certificate_PRJ000774.pdf
DOC0001549,PRJ000775,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,7510000.0,7510000.0,92.6,False,Purchase_Bill_PRJ000775.pdf
DOC0001550,PRJ000775,UTILIZATION_CERTIFICATE,Madurai Public Works Department (PWD),DRAINAGE,134046.83,7510000.0,90.1,False,Utilization_Certificate_PRJ000775.pdf
DOC0001551,PRJ000776,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,3360000.0,3360000.0,95.9,False,Purchase_Bill_PRJ000776.pdf
DOC0001552,PRJ000776,UTILIZATION_CERTIFICATE,Madurai Public Works Department (PWD),DRAINAGE,3360000.0,3360000.0,92.5,False,Utilization_Certificate_PRJ000776.pdf
DOC0001553,PRJ000777,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,520000.0,520000.0,95.9,False,Purchase_Bill_PRJ000777.pdf
DOC0001554,PRJ000777,UTILIZATION_CERTIFICATE,Chennai State Water Supply & Sanitation Board (WSSB),SANITATION,109200.0,520000.0,98.9,False,Utilization_Certificate_PRJ000777.pdf
DOC0001555,PRJ000778,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,7310000.0,7310000.0,96.7,False,Purchase_Bill_PRJ000778.pdf
DOC0001556,PRJ000778,UTILIZATION_CERTIFICATE,Tiruchirappalli Municipal Corporation Infrastructure Cell,HEALTHCARE,4181320.0,7310000.0,92.8,False,Utilization_Certificate_PRJ000778.pdf
DOC0001557,PRJ000779,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,3880000.0,3880000.0,90.6,False,Purchase_Bill_PRJ000779.pdf
DOC0001558,PRJ000779,UTILIZATION_CERTIFICATE,Amritsar District Rural Development Agency (DRDA),DRAINAGE,3376071.6,3880000.0,94.8,False,Utilization_Certificate_PRJ000779.pdf
DOC0001559,PRJ000780,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,4170000.0,4170000.0,96.2,False,Purchase_Bill_PRJ000780.pdf
DOC0001560,PRJ000780,UTILIZATION_CERTIFICATE,Chandigarh State Water Supply & Sanitation Board (WSSB),HEALTHCARE,1159260.0,4170000.0,92.9,False,Utilization_Certificate_PRJ000780.pdf
DOC0001561,PRJ000781,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,4040000.0,4040000.0,93.0,False,Purchase_Bill_PRJ000781.pdf
DOC0001562,PRJ000781,UTILIZATION_CERTIFICATE,Ramagundam District Rural Development Agency (DRDA),SCHOOL_INFRASTRUCTURE,3714784.34,4040000.0,96.7,False,Utilization_Certificate_PRJ000781.pdf
DOC0001563,PRJ000782,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,1980000.0,1980000.0,93.1,False,Purchase_Bill_PRJ000782.pdf
DOC0001564,PRJ000782,UTILIZATION_CERTIFICATE,Khammam Municipal Corporation Infrastructure Cell,PUBLIC_TOILET,891000.0,1980000.0,92.0,False,Utilization_Certificate_PRJ000782.pdf
DOC0001565,PRJ000783,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,4880000.0,4880000.0,94.7,False,Purchase_Bill_PRJ000783.pdf
DOC0001566,PRJ000783,UTILIZATION_CERTIFICATE,Ramagundam District Rural Development Agency (DRDA),BRIDGE,2679120.0,4880000.0,95.4,False,Utilization_Certificate_PRJ000783.pdf
DOC0001567,PRJ000784,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,7710000.0,7710000.0,96.7,False,Purchase_Bill_PRJ000784.pdf
DOC0001568,PRJ000784,UTILIZATION_CERTIFICATE,Ramagundam Public Works Department (PWD),DRAINAGE,1850400.0,7710000.0,100.0,False,Utilization_Certificate_PRJ000784.pdf
DOC0001569,PRJ000785,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,1756409.77,1460000.0,64.1,True,Purchase_Bill_PRJ000785.pdf
DOC0001570,PRJ000785,UTILIZATION_CERTIFICATE,Tirupati Public Works Department (PWD),ROAD_REPAIR,838040.0,1460000.0,94.1,False,Utilization_Certificate_PRJ000785.pdf
DOC0001571,PRJ000786,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,7990000.0,7990000.0,94.6,False,Purchase_Bill_PRJ000786.pdf
DOC0001572,PRJ000786,UTILIZATION_CERTIFICATE,Guntur Municipal Corporation Infrastructure Cell,WATER_SUPPLY,3891130.0,7990000.0,99.7,False,Utilization_Certificate_PRJ000786.pdf
DOC0001573,PRJ000787,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,3400000.0,3400000.0,93.5,False,Purchase_Bill_PRJ000787.pdf
DOC0001574,PRJ000787,UTILIZATION_CERTIFICATE,Visakhapatnam State Water Supply & Sanitation Board (WSSB),SPORTS_FACILITY,1530000.0,3400000.0,96.3,False,Utilization_Certificate_PRJ000787.pdf
DOC0001575,PRJ000788,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,SPORTS_FACILITY,4940000.0,4940000.0,93.3,False,Purchase_Bill_PRJ000788.pdf
DOC0001576,PRJ000788,UTILIZATION_CERTIFICATE,Alappuzha District Rural Development Agency (DRDA),SPORTS_FACILITY,1892020.0,4940000.0,96.3,False,Utilization_Certificate_PRJ000788.pdf
DOC0001577,PRJ000789,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,6830000.0,6830000.0,93.5,False,Purchase_Bill_PRJ000789.pdf
DOC0001578,PRJ000789,UTILIZATION_CERTIFICATE,Alappuzha District Rural Development Agency (DRDA),ROAD_REPAIR,6830000.0,6830000.0,95.9,False,Utilization_Certificate_PRJ000789.pdf
DOC0001579,PRJ000790,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,6310000.0,6310000.0,97.4,False,Purchase_Bill_PRJ000790.pdf
DOC0001580,PRJ000790,UTILIZATION_CERTIFICATE,Madurai District Rural Development Agency (DRDA),WATER_SUPPLY,2839500.0,6310000.0,97.7,False,Utilization_Certificate_PRJ000790.pdf
DOC0001581,PRJ000791,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,2210000.0,2210000.0,88.2,False,Purchase_Bill_PRJ000791.pdf
DOC0001582,PRJ000791,UTILIZATION_CERTIFICATE,Tiruchirappalli Municipal Corporation Infrastructure Cell,BUS_SHELTER,2210000.0,2210000.0,91.3,False,Utilization_Certificate_PRJ000791.pdf
DOC0001583,PRJ000792,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,1800000.0,1800000.0,95.1,False,Purchase_Bill_PRJ000792.pdf
DOC0001584,PRJ000792,UTILIZATION_CERTIFICATE,Tiruchirappalli Municipal Corporation Infrastructure Cell,SPORTS_FACILITY,840600.0,1800000.0,94.4,False,Utilization_Certificate_PRJ000792.pdf
DOC0001585,PRJ000793,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,3780000.0,3780000.0,94.0,False,Purchase_Bill_PRJ000793.pdf
DOC0001586,PRJ000793,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),SPORTS_FACILITY,5254200.0,3780000.0,93.3,False,Utilization_Certificate_PRJ000793.pdf
DOC0001587,PRJ000794,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,3870000.0,3870000.0,97.5,False,Purchase_Bill_PRJ000794.pdf
DOC0001588,PRJ000794,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),WATER_SUPPLY,1741500.0,3870000.0,98.7,False,Utilization_Certificate_PRJ000794.pdf
DOC0001589,PRJ000795,PURCHASE_BILL,TechLine IT & Lab Equipment Solutions Pvt Ltd,SCHOOL_INFRASTRUCTURE,2660000.0,2660000.0,90.1,False,Purchase_Bill_PRJ000795.pdf
DOC0001590,PRJ000795,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),SCHOOL_INFRASTRUCTURE,2345406.91,2660000.0,94.9,False,Utilization_Certificate_PRJ000795.pdf
DOC0001591,PRJ000796,PURCHASE_BILL,SmartTransit Urban Infra Solutions,BUS_SHELTER,7560000.0,7560000.0,93.9,False,Purchase_Bill_PRJ000796.pdf
DOC0001592,PRJ000796,UTILIZATION_CERTIFICATE,Aurangabad State Water Supply & Sanitation Board (WSSB),BUS_SHELTER,7560000.0,7560000.0,96.9,False,Utilization_Certificate_PRJ000796.pdf
DOC0001593,PRJ000797,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,SPORTS_FACILITY,570000.0,570000.0,88.1,False,Purchase_Bill_PRJ000797.pdf
DOC0001594,PRJ000797,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),SPORTS_FACILITY,137940.0,570000.0,98.6,False,Utilization_Certificate_PRJ000797.pdf
DOC0001595,PRJ000798,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,3220000.0,3220000.0,97.4,False,Purchase_Bill_PRJ000798.pdf
DOC0001596,PRJ000798,UTILIZATION_CERTIFICATE,Aurangabad State Water Supply & Sanitation Board (WSSB),PUBLIC_TOILET,1877260.0,3220000.0,98.9,False,Utilization_Certificate_PRJ000798.pdf
DOC0001597,PRJ000799,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,1760000.0,1760000.0,91.6,False,Purchase_Bill_PRJ000799.pdf
DOC0001598,PRJ000799,UTILIZATION_CERTIFICATE,Mumbai Municipal Corporation Infrastructure Cell,ROAD_REPAIR,843040.0,1760000.0,93.9,False,Utilization_Certificate_PRJ000799.pdf
DOC0001599,PRJ000800,PURCHASE_BILL,UrbanDrain Civil Engineering Co,DRAINAGE,2890000.0,2890000.0,88.5,False,Purchase_Bill_PRJ000800.pdf
DOC0001600,PRJ000800,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),DRAINAGE,1598170.0,2890000.0,95.1,False,Utilization_Certificate_PRJ000800.pdf
DOC0001601,PRJ000801,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,3920000.0,3920000.0,88.7,False,Purchase_Bill_PRJ000801.pdf
DOC0001602,PRJ000801,UTILIZATION_CERTIFICATE,Ahmedabad District Rural Development Agency (DRDA),ROAD_CONSTRUCTION,5096000.0,3920000.0,95.5,False,Utilization_Certificate_PRJ000801.pdf
DOC0001603,PRJ000802,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,4900000.0,4900000.0,91.3,False,Purchase_Bill_PRJ000802.pdf
DOC0001604,PRJ000802,UTILIZATION_CERTIFICATE,Ahmedabad District Rural Development Agency (DRDA),COMMUNITY_HALL,6811000.0,4900000.0,93.7,False,Utilization_Certificate_PRJ000802.pdf
DOC0001605,PRJ000803,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,2630000.0,2630000.0,89.2,False,Purchase_Bill_PRJ000803.pdf
DOC0001606,PRJ000803,UTILIZATION_CERTIFICATE,Ahmedabad District Rural Development Agency (DRDA),HEALTHCARE,2362356.75,2630000.0,94.9,False,Utilization_Certificate_PRJ000803.pdf
DOC0001607,PRJ000804,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,1810000.0,1810000.0,90.6,False,Purchase_Bill_PRJ000804.pdf
DOC0001608,PRJ000804,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),COMMUNITY_HALL,1810000.0,1810000.0,91.9,False,Utilization_Certificate_PRJ000804.pdf
DOC0001609,PRJ000805,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,2010000.0,2010000.0,92.7,False,Purchase_Bill_PRJ000805.pdf
DOC0001610,PRJ000805,UTILIZATION_CERTIFICATE,Aurangabad State Water Supply & Sanitation Board (WSSB),WATER_SUPPLY,627120.0,2010000.0,95.7,False,Utilization_Certificate_PRJ000805.pdf
DOC0001611,PRJ000806,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,7990000.0,7990000.0,89.0,False,Purchase_Bill_PRJ000806.pdf
DOC0001612,PRJ000806,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),ROAD_CONSTRUCTION,3595500.0,7990000.0,99.8,False,Utilization_Certificate_PRJ000806.pdf
DOC0001613,PRJ000807,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,7320000.0,7320000.0,88.1,False,Purchase_Bill_PRJ000807.pdf
DOC0001614,PRJ000807,UTILIZATION_CERTIFICATE,Ambala State Water Supply & Sanitation Board (WSSB),HEALTHCARE,3294000.0,7320000.0,94.3,False,Utilization_Certificate_PRJ000807.pdf
DOC0001615,PRJ000808,PURCHASE_BILL,SunPower Renewable Energy Systems,SOLAR_ENERGY,7560000.0,7560000.0,90.0,False,Purchase_Bill_PRJ000808.pdf
DOC0001616,PRJ000808,UTILIZATION_CERTIFICATE,Hisar Municipal Corporation Infrastructure Cell,SOLAR_ENERGY,5670000.0,7560000.0,95.4,False,Utilization_Certificate_PRJ000808.pdf
DOC0001617,PRJ000809,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,1980000.0,1980000.0,91.9,False,Purchase_Bill_PRJ000809.pdf
DOC0001618,PRJ000809,UTILIZATION_CERTIFICATE,Faridabad District Rural Development Agency (DRDA),SPORTS_FACILITY,1980000.0,1980000.0,98.2,False,Utilization_Certificate_PRJ000809.pdf
DOC0001619,PRJ000810,PURCHASE_BILL,MedTech Healthcare Infrastructure Ltd,HEALTHCARE,5040000.0,5040000.0,90.8,False,Purchase_Bill_PRJ000810.pdf
DOC0001620,PRJ000810,UTILIZATION_CERTIFICATE,Faridabad District Rural Development Agency (DRDA),HEALTHCARE,3129840.0,5040000.0,97.1,False,Utilization_Certificate_PRJ000810.pdf
DOC0001621,PRJ000811,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,5940000.0,5940000.0,93.9,False,Purchase_Bill_PRJ000811.pdf
DOC0001622,PRJ000811,UTILIZATION_CERTIFICATE,Chandigarh State Water Supply & Sanitation Board (WSSB),SANITATION,2952180.0,5940000.0,99.5,False,Utilization_Certificate_PRJ000811.pdf
DOC0001623,PRJ000812,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,2640000.0,2640000.0,95.2,False,Purchase_Bill_PRJ000812.pdf
DOC0001624,PRJ000812,UTILIZATION_CERTIFICATE,Patiala Municipal Corporation Infrastructure Cell,COMMUNITY_HALL,1188000.0,2640000.0,99.2,False,Utilization_Certificate_PRJ000812.pdf
DOC0001625,PRJ000813,PURCHASE_BILL,BridgeTech Structures Pvt Ltd,BRIDGE,4810000.0,4810000.0,94.1,False,Purchase_Bill_PRJ000813.pdf
DOC0001626,PRJ000813,UTILIZATION_CERTIFICATE,Chandigarh State Water Supply & Sanitation Board (WSSB),BRIDGE,3612310.0,4810000.0,93.3,False,Utilization_Certificate_PRJ000813.pdf
DOC0001627,PRJ000814,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,3330000.0,3330000.0,96.7,False,Purchase_Bill_PRJ000814.pdf
DOC0001628,PRJ000814,UTILIZATION_CERTIFICATE,Amritsar District Rural Development Agency (DRDA),WATER_SUPPLY,4795200.0,3330000.0,96.9,False,Utilization_Certificate_PRJ000814.pdf
DOC0001629,PRJ000815,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,4400000.0,4400000.0,89.5,False,Purchase_Bill_PRJ000815.pdf
DOC0001630,PRJ000815,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),WATER_SUPPLY,3379200.0,4400000.0,93.9,False,Utilization_Certificate_PRJ000815.pdf
DOC0001631,PRJ000816,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,6330000.0,6330000.0,89.5,False,Purchase_Bill_PRJ000816.pdf
DOC0001632,PRJ000816,UTILIZATION_CERTIFICATE,Varanasi District Rural Development Agency (DRDA),COMMUNITY_HALL,3905610.0,6330000.0,93.5,False,Utilization_Certificate_PRJ000816.pdf
DOC0001633,PRJ000817,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,4840000.0,4840000.0,89.2,False,Purchase_Bill_PRJ000817.pdf
DOC0001634,PRJ000817,UTILIZATION_CERTIFICATE,Varanasi State Water Supply & Sanitation Board (WSSB),SPORTS_FACILITY,1379400.0,4840000.0,90.6,False,Utilization_Certificate_PRJ000817.pdf
DOC0001635,PRJ000818,PURCHASE_BILL,SunPower Renewable Energy Systems,SOLAR_ENERGY,690000.0,690000.0,88.5,False,Purchase_Bill_PRJ000818.pdf
DOC0001636,PRJ000818,UTILIZATION_CERTIFICATE,Varanasi State Water Supply & Sanitation Board (WSSB),SOLAR_ENERGY,380880.0,690000.0,99.6,False,Utilization_Certificate_PRJ000818.pdf
DOC0001637,PRJ000819,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,5140000.0,5140000.0,96.7,False,Purchase_Bill_PRJ000819.pdf
DOC0001638,PRJ000819,UTILIZATION_CERTIFICATE,Kanpur Municipal Corporation Infrastructure Cell,ROAD_CONSTRUCTION,2441500.0,5140000.0,97.4,False,Utilization_Certificate_PRJ000819.pdf
DOC0001639,PRJ000820,PURCHASE_BILL,National Civic Infrastructure Developers,COMMUNITY_HALL,570000.0,570000.0,88.5,False,Purchase_Bill_PRJ000820.pdf
DOC0001640,PRJ000820,UTILIZATION_CERTIFICATE,Madurai District Rural Development Agency (DRDA),COMMUNITY_HALL,349410.0,570000.0,91.2,False,Utilization_Certificate_PRJ000820.pdf
DOC0001641,PRJ000821,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,2550000.0,2550000.0,91.2,False,Purchase_Bill_PRJ000821.pdf
DOC0001642,PRJ000821,UTILIZATION_CERTIFICATE,Tiruchirappalli Municipal Corporation Infrastructure Cell,PUBLIC_TOILET,2550000.0,2550000.0,92.7,False,Utilization_Certificate_PRJ000821.pdf
DOC0001643,PRJ000822,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,7800000.0,7800000.0,93.3,False,Purchase_Bill_PRJ000822.pdf
DOC0001644,PRJ000822,UTILIZATION_CERTIFICATE,Chennai State Water Supply & Sanitation Board (WSSB),PUBLIC_TOILET,5670600.0,7800000.0,98.1,False,Utilization_Certificate_PRJ000822.pdf
DOC0001645,PRJ000823,PURCHASE_BILL,Paramount Multi-Sector Construction Ltd,ROAD_REPAIR,4550000.0,4550000.0,94.7,False,Purchase_Bill_PRJ000823.pdf
DOC0001646,PRJ000823,UTILIZATION_CERTIFICATE,Guntur District Rural Development Agency (DRDA),ROAD_REPAIR,1255800.0,4550000.0,96.9,False,Utilization_Certificate_PRJ000823.pdf
DOC0001647,PRJ000824,PURCHASE_BILL,Apex Infracon & Highway Contractors,ROAD_CONSTRUCTION,1090000.0,1090000.0,96.8,False,Purchase_Bill_PRJ000824.pdf
DOC0001648,PRJ000824,UTILIZATION_CERTIFICATE,Guntur Municipal Corporation Infrastructure Cell,ROAD_CONSTRUCTION,806600.0,1090000.0,90.5,False,Utilization_Certificate_PRJ000824.pdf
DOC0001649,PRJ000825,PURCHASE_BILL,SwachhBharat Sanitation Infra Ltd,PUBLIC_TOILET,1030000.0,1030000.0,96.2,False,Purchase_Bill_PRJ000825.pdf
DOC0001650,PRJ000825,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),PUBLIC_TOILET,539720.0,1030000.0,98.0,False,Utilization_Certificate_PRJ000825.pdf
DOC0001651,PRJ000826,PURCHASE_BILL,SunPower Renewable Energy Systems,SOLAR_ENERGY,1760000.0,1760000.0,92.3,False,Purchase_Bill_PRJ000826.pdf
DOC0001652,PRJ000826,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),SOLAR_ENERGY,792000.0,1760000.0,92.5,False,Utilization_Certificate_PRJ000826.pdf
DOC0001653,PRJ000827,PURCHASE_BILL,Speedway Repair & Resurfacing Contractors,ROAD_REPAIR,7048683.39,5300000.0,71.8,True,Purchase_Bill_PRJ000827.pdf
DOC0001654,PRJ000827,UTILIZATION_CERTIFICATE,Thane District Rural Development Agency (DRDA),ROAD_REPAIR,1552900.0,5300000.0,95.8,False,Utilization_Certificate_PRJ000827.pdf
DOC0001655,PRJ000828,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,2100000.0,2100000.0,90.2,False,Purchase_Bill_PRJ000828.pdf
DOC0001656,PRJ000828,UTILIZATION_CERTIFICATE,Thane Public Works Department (PWD),WATER_SUPPLY,535500.0,2100000.0,97.2,False,Utilization_Certificate_PRJ000828.pdf
DOC0001657,PRJ000829,PURCHASE_BILL,CleanWater Sanitation & Drainage Works Pvt Ltd,SANITATION,5000000.0,5000000.0,89.7,False,Purchase_Bill_PRJ000829.pdf
DOC0001658,PRJ000829,UTILIZATION_CERTIFICATE,Madurai Public Works Department (PWD),SANITATION,2660000.0,5000000.0,93.6,False,Utilization_Certificate_PRJ000829.pdf
DOC0001659,PRJ000830,PURCHASE_BILL,ProSport Infrastructure & Turf Solutions,SPORTS_FACILITY,1640000.0,1640000.0,94.0,False,Purchase_Bill_PRJ000830.pdf
DOC0001660,PRJ000830,UTILIZATION_CERTIFICATE,Tiruchirappalli Municipal Corporation Infrastructure Cell,SPORTS_FACILITY,903640.0,1640000.0,94.1,False,Utilization_Certificate_PRJ000830.pdf
DOC0001661,PRJ000831,PURCHASE_BILL,AquaPure Water Systems & Drilling Corp,WATER_SUPPLY,1770000.0,1770000.0,94.7,False,Purchase_Bill_PRJ000831.pdf
